row_num,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,away_pos_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key
1366,25/02/2018,21:00,2017,Regular Season,24,Hapoel Beer Sheva,Be'er Sheva,Beitar Jerusalem,Jerusalem,Erez Papir,15712,1,1,0,0,1,1,2,Beitar Jerusalem,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,51,,,0,50,,,Turner,16126,0.974327174,9.662180031,9.688188155,2015,3,9,Turner,Teddy,65.81013503,2017 - Regular Season - 24 - Hapoel Beer Sheva,2017 - Regular Season - 24 - Beitar Jerusalem
1367,26/02/2018,20:15,2017,Regular Season,24,Maccabi Petah Tikva,Petah Tikva,Hapoel Acre,Acre,David Fucsman,1000,2,1,1,0,0,8,14,Hapoel Acre,7,14,0,0,0,0,0,1,0,0,0,0,0,1,0,30,,,0,14,,,HaMoshava,11500,0.086956522,6.907755279,9.350102314,2011,7,49,HaMoshava,Acre Municipal,91.47381378,2017 - Regular Season - 24 - Maccabi Petah Tikva,2017 - Regular Season - 24 - Hapoel Acre
1368,03/03/2018,16:00,2017,Regular Season,25,Maccabi Petah Tikva,Petah Tikva,Hapoel Raanana,Netanya,Shalom Ben Avraham,1200,3,2,1,0,0,7,11,Hapoel Raanana,7,11,0,1,0,0,0,0,0,0,0,0,0,1,0,33,,,0,24,,,HaMoshava,11500,0.104347826,7.090076836,9.350102314,2011,7,49,HaMoshava,Netanya,21.06862042,2017 - Regular Season - 25 - Maccabi Petah Tikva,2017 - Regular Season - 25 - Hapoel Raanana
1369,03/03/2018,18:10,2017,Regular Season,25,Maccabi Netanya,Netanya,Hapoel Ashkelon,Ashkelon,Zvika Levi,4500,2,0,1,0,0,5,13,Hapoel Ashkelon,5,13,0,0,0,1,0,0,0,0,0,0,0,1,0,42,,,0,16,,,Netanya,13800,0.326086957,8.411832676,9.532423871,2012,6,36,Netanya,Sala,75.09862571,2017 - Regular Season - 25 - Maccabi Netanya,2017 - Regular Season - 25 - Hapoel Ashkelon
1370,03/03/2018,18:10,2017,Regular Season,25,Ihud Bnei Sakhnin,Sakhnin,Bnei Yehuda Tel Aviv,Petah Tikva,Aviad Shiloah,1200,2,2,0,0,1,9,6,Ihud Bnei Sakhnin,8,6,0,0,0,1,0,0,0,0,0,0,0,1,0,30,,,0,40,,,Doha,8500,0.141176471,7.090076836,9.047821442,2006,12,144,Doha,HaMoshava,94.32869935,2017 - Regular Season - 25 - Ihud Bnei Sakhnin,2017 - Regular Season - 25 - Bnei Yehuda Tel Aviv
1371,03/03/2018,20:30,2017,Regular Season,25,FC Ashdod,Ashdod,Maccabi Tel Aviv,Netanya,Gal Leibovitz,5100,0,0,0,0,1,12,1,FC Ashdod,12,3,0,0,0,0,0,1,0,0,0,0,0,1,0,21,,,0,52,,,Yud-Alef,7800,0.653846154,8.536995819,8.961879013,1966,52,2704,Yud-Alef,Netanya,57.42352253,2017 - Regular Season - 25 - FC Ashdod,2017 - Regular Season - 25 - Maccabi Tel Aviv
1372,04/03/2018,20:00,2017,Regular Season,25,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Beer Sheva,Be'er Sheva,Liran Liany,1500,0,1,0,1,0,8,2,Ironi Kiryat Shmona,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,29,,,0,54,,,Kiryat Shmona Municipal,5300,0.283018868,7.313220387,8.5754621,1989,29,841,Kiryat Shmona Municipal,Turner,227.2796193,2017 - Regular Season - 25 - Ironi Kiryat Shmona,2017 - Regular Season - 25 - Hapoel Beer Sheva
1373,04/03/2018,21:00,2017,Regular Season,25,Beitar Jerusalem,Jerusalem,Hapoel Acre,Acre,Orel Grinfeld,6000,3,0,1,0,0,3,14,Hapoel Acre,2,14,0,0,0,0,0,0,1,0,0,0,0,1,0,53,,,0,14,,,Teddy,31733,0.189077616,8.699514748,10.36511243,1990,28,784,Teddy,Acre Municipal,128.657527,2017 - Regular Season - 25 - Beitar Jerusalem,2017 - Regular Season - 25 - Hapoel Acre
1374,05/03/2018,21:00,2017,Regular Season,25,Maccabi Haifa,Haifa,Hapoel Haifa,Haifa,Ziv Adler,10132,0,3,0,1,0,10,4,Maccabi Haifa,10,4,0,0,0,0,0,0,1,0,1,0,0,1,0,24,,,0,49,,,Sammy Ofer,30858,0.328342731,9.223454011,10.33715132,2014,4,16,Sammy Ofer,Sammy Ofer,0,2017 - Regular Season - 25 - Maccabi Haifa,2017 - Regular Season - 25 - Hapoel Haifa
1375,10/03/2018,18:00,2017,Regular Season,26,Bnei Yehuda Tel Aviv,Petah Tikva,Maccabi Netanya,Netanya,Eli Hacmon,3400,0,1,0,1,0,6,5,Bnei Yehuda Tel Aviv,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,40,,,0,45,,,HaMoshava,11500,0.295652174,8.131530711,9.350102314,2011,7,49,HaMoshava,Netanya,21.06862042,2017 - Regular Season - 26 - Bnei Yehuda Tel Aviv,2017 - Regular Season - 26 - Maccabi Netanya
1376,10/03/2018,18:15,2017,Regular Season,26,Hapoel Haifa,Haifa,FC Ashdod,Ashdod,Erez Papir,4200,1,0,1,0,0,4,12,FC Ashdod,4,12,0,0,0,1,0,0,0,0,0,0,0,1,0,52,,,0,21,,,Sammy Ofer,30858,0.13610733,8.342839804,10.33715132,2014,4,16,Sammy Ofer,Yud-Alef,111.9142463,2017 - Regular Season - 26 - Hapoel Haifa,2017 - Regular Season - 26 - FC Ashdod
1377,10/03/2018,19:00,2017,Regular Season,26,Hapoel Ashkelon,Ashkelon,Maccabi Haifa,Haifa,Alon Yefet,3200,0,0,0,0,1,13,10,Hapoel Ashkelon,13,10,0,0,0,0,1,0,0,0,0,0,0,1,0,17,,,0,25,,,Sala,5250,0.60952381,8.070906089,8.565983356,1961,57,3249,Sala,Sammy Ofer,129.4102866,2017 - Regular Season - 26 - Hapoel Ashkelon,2017 - Regular Season - 26 - Maccabi Haifa
1378,10/03/2018,20:30,2017,Regular Season,26,Hapoel Beer Sheva,Be'er Sheva,Ihud Bnei Sakhnin,Sakhnin,Orel Grinfeld,14464,2,0,1,0,0,1,8,Ihud Bnei Sakhnin,1,9,0,0,0,0,0,1,0,0,0,0,0,1,0,57,,,0,30,,,Turner,16126,0.896936624,9.579418083,9.688188155,2015,3,9,Turner,Doha,183.6453633,2017 - Regular Season - 26 - Hapoel Beer Sheva,2017 - Regular Season - 26 - Ihud Bnei Sakhnin
1379,11/03/2018,19:00,2017,Regular Season,26,Hapoel Acre,Acre,Ironi Kiryat Shmona,Kiryat Shmona,Ohad Asulin,250,0,3,0,1,0,14,9,Hapoel Acre,14,8,0,0,0,0,1,0,0,0,0,0,0,1,0,14,,,0,32,,,Acre Municipal,5500,0.045454545,5.521460918,8.612503371,2011,7,49,Acre Municipal,Kiryat Shmona Municipal,56.58632666,2017 - Regular Season - 26 - Hapoel Acre,2017 - Regular Season - 26 - Ironi Kiryat Shmona
1380,11/03/2018,20:15,2017,Regular Season,26,Hapoel Raanana,Netanya,Beitar Jerusalem,Jerusalem,Eitan Shmuelevic,5500,0,2,0,1,0,11,2,Hapoel Raanana,11,2,0,0,0,0,0,1,0,0,0,0,0,1,0,24,,,0,56,,,Netanya,13800,0.398550725,8.612503371,9.532423871,2012,6,36,Netanya,Teddy,67.68303794,2017 - Regular Season - 26 - Hapoel Raanana,2017 - Regular Season - 26 - Beitar Jerusalem
1381,12/03/2018,21:00,2017,Regular Season,26,Maccabi Tel Aviv,Netanya,Maccabi Petah Tikva,Petah Tikva,Liran Liany,8045,2,0,1,0,0,3,7,Maccabi Petah Tikva,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,55,,,0,33,,,Netanya,13800,0.582971014,8.992806059,9.532423871,2012,6,36,Netanya,HaMoshava,21.06862042,2017 - Regular Season - 26 - Maccabi Tel Aviv,2017 - Regular Season - 26 - Maccabi Petah Tikva
1382,17/03/2018,20:30,2017,Championship Round,1,Beitar Jerusalem,Jerusalem,Maccabi Netanya,Netanya,Orel Grinfeld,10000,2,0,1,0,0,2,5,Maccabi Netanya,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,0,,,Teddy,31733,0.315129361,9.210340372,10.36511243,1990,28,784,Teddy,Netanya,67.68303794,2017 - Championship Round - 1 - Beitar Jerusalem,2017 - Championship Round - 1 - Maccabi Netanya
1383,18/03/2018,20:00,2017,Championship Round,1,Hapoel Beer Sheva,Be'er Sheva,Bnei Yehuda Tel Aviv,Petah Tikva,Gal Leibovitz,14362,1,0,1,0,0,1,6,Bnei Yehuda Tel Aviv,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,0,,,Turner,16126,0.890611435,9.572341109,9.688188155,2015,3,9,Turner,HaMoshava,92.49370356,2017 - Championship Round - 1 - Hapoel Beer Sheva,2017 - Championship Round - 1 - Bnei Yehuda Tel Aviv
1384,18/03/2018,21:00,2017,Championship Round,1,Maccabi Tel Aviv,Netanya,Hapoel Haifa,Haifa,Eli Hacmon,11234,1,2,0,1,0,3,4,Maccabi Tel Aviv,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,0,3,,,Netanya,13800,0.814057971,9.326700173,9.532423871,2012,6,36,Netanya,Sammy Ofer,55.00741286,2017 - Championship Round - 1 - Maccabi Tel Aviv,2017 - Championship Round - 1 - Hapoel Haifa
1385,03/04/2018,19:30,2017,Championship Round,2,Maccabi Netanya,Netanya,Maccabi Tel Aviv,Netanya,Eitan Shmuelevic,10500,4,1,1,0,0,6,4,Maccabi Netanya,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,0,0,,,Netanya,13800,0.760869565,9.259130536,9.532423871,2012,6,36,Netanya,Netanya,0,2017 - Championship Round - 2 - Maccabi Netanya,2017 - Championship Round - 2 - Maccabi Tel Aviv
1386,04/04/2018,19:00,2017,Championship Round,2,Bnei Yehuda Tel Aviv,Petah Tikva,Hapoel Haifa,Haifa,Liran Liany,2200,3,0,1,0,0,5,2,Bnei Yehuda Tel Aviv,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,,,0,3,,,HaMoshava,11500,0.191304348,7.696212639,9.350102314,2011,7,49,HaMoshava,Sammy Ofer,75.84154504,2017 - Championship Round - 2 - Bnei Yehuda Tel Aviv,2017 - Championship Round - 2 - Hapoel Haifa
1387,04/04/2018,19:30,2017,Championship Round,2,Hapoel Beer Sheva,Be'er Sheva,Beitar Jerusalem,Jerusalem,Ziv Adler,15728,3,1,1,0,0,3,1,Beitar Jerusalem,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,6,,,0,3,,,Turner,16126,0.97531936,9.663197842,9.688188155,2015,3,9,Turner,Teddy,65.81013503,2017 - Championship Round - 2 - Hapoel Beer Sheva,2017 - Championship Round - 2 - Beitar Jerusalem
1388,08/04/2018,19:00,2017,Championship Round,3,Hapoel Haifa,Haifa,Maccabi Netanya,Netanya,Gal Leibovitz,4100,1,1,0,0,1,5,3,Maccabi Netanya,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,4,,,Sammy Ofer,30858,0.13286668,8.318742253,10.33715132,2014,4,16,Sammy Ofer,Netanya,55.00741286,2017 - Championship Round - 3 - Hapoel Haifa,2017 - Championship Round - 3 - Maccabi Netanya
1389,08/04/2018,21:00,2017,Championship Round,3,Beitar Jerusalem,Jerusalem,Bnei Yehuda Tel Aviv,Petah Tikva,Eli Hacmon,8000,1,1,0,0,1,4,2,Bnei Yehuda Tel Aviv,2,6,0,0,0,0,0,0,1,0,0,0,0,1,0,4,,,0,4,,,Teddy,31733,0.252103488,8.987196821,10.36511243,1990,28,784,Teddy,HaMoshava,49.8367755,2017 - Championship Round - 3 - Beitar Jerusalem,2017 - Championship Round - 3 - Bnei Yehuda Tel Aviv
1390,08/04/2018,21:00,2017,Championship Round,3,Maccabi Tel Aviv,Netanya,Hapoel Beer Sheva,Be'er Sheva,Alon Yefet,11475,0,1,0,1,0,6,1,Maccabi Tel Aviv,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,0,9,,,Netanya,13800,0.831521739,9.347926035,9.532423871,2012,6,36,Netanya,Turner,113.4902168,2017 - Championship Round - 3 - Maccabi Tel Aviv,2017 - Championship Round - 3 - Hapoel Beer Sheva
1391,14/04/2018,18:45,2017,Championship Round,4,Bnei Yehuda Tel Aviv,Petah Tikva,Maccabi Netanya,Netanya,Roi Reinshreiber,2700,1,3,0,1,0,2,3,Bnei Yehuda Tel Aviv,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,4,,,0,7,,,HaMoshava,11500,0.234782609,7.901007052,9.350102314,2011,7,49,HaMoshava,Netanya,21.06862042,2017 - Championship Round - 4 - Bnei Yehuda Tel Aviv,2017 - Championship Round - 4 - Maccabi Netanya
1392,15/04/2018,20:30,2017,Championship Round,4,Hapoel Beer Sheva,Be'er Sheva,Hapoel Haifa,Haifa,Orel Grinfeld,15166,2,2,0,0,1,1,5,Hapoel Haifa,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,10,,,0,5,,,Turner,16126,0.940468808,9.626811359,9.688188155,2015,3,9,Turner,Sammy Ofer,168.309253,2017 - Championship Round - 4 - Hapoel Beer Sheva,2017 - Championship Round - 4 - Hapoel Haifa
1393,16/04/2018,21:00,2017,Championship Round,4,Beitar Jerusalem,Jerusalem,Maccabi Tel Aviv,Netanya,Liran Liany,10000,3,2,1,0,0,4,6,Maccabi Tel Aviv,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,7,,,0,0,,,Teddy,31733,0.315129361,9.210340372,10.36511243,1990,28,784,Teddy,Netanya,67.68303794,2017 - Championship Round - 4 - Beitar Jerusalem,2017 - Championship Round - 4 - Maccabi Tel Aviv
1394,21/04/2018,20:30,2017,Championship Round,5,Maccabi Tel Aviv,Netanya,Bnei Yehuda Tel Aviv,Petah Tikva,Gal Leibovitz,5036,2,0,1,0,0,6,5,Bnei Yehuda Tel Aviv,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,4,,,Netanya,13800,0.364927536,8.524367395,9.532423871,2012,6,36,Netanya,HaMoshava,21.06862042,2017 - Championship Round - 5 - Maccabi Tel Aviv,2017 - Championship Round - 5 - Bnei Yehuda Tel Aviv
1395,22/04/2018,20:30,2017,Championship Round,5,Maccabi Netanya,Netanya,Hapoel Beer Sheva,Be'er Sheva,Ziv Adler,11500,1,5,0,1,0,2,1,Maccabi Netanya,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,,,0,13,,,Netanya,13800,0.833333333,9.350102314,9.532423871,2012,6,36,Netanya,Turner,113.4902168,2017 - Championship Round - 5 - Maccabi Netanya,2017 - Championship Round - 5 - Hapoel Beer Sheva
1396,23/04/2018,21:00,2017,Championship Round,5,Hapoel Haifa,Haifa,Beitar Jerusalem,Jerusalem,Alon Yefet,7500,0,1,0,1,0,4,3,Hapoel Haifa,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,5,,,0,10,,,Sammy Ofer,30858,0.243048804,8.9226583,10.33715132,2014,4,16,Sammy Ofer,Teddy,116.4007001,2017 - Championship Round - 5 - Hapoel Haifa,2017 - Championship Round - 5 - Beitar Jerusalem
1397,28/04/2018,20:30,2017,Championship Round,6,Bnei Yehuda Tel Aviv,Petah Tikva,Hapoel Beer Sheva,Be'er Sheva,Erez Papir,7500,1,1,0,0,1,5,1,Bnei Yehuda Tel Aviv,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,,0,14,,0,HaMoshava,11500,0.652173913,8.9226583,9.350102314,2011,7,49,HaMoshava,Turner,92.49370356,2017 - Championship Round - 6 - Bnei Yehuda Tel Aviv,2017 - Championship Round - 6 - Hapoel Beer Sheva
1398,29/04/2018,21:00,2017,Championship Round,6,Hapoel Haifa,Haifa,Maccabi Tel Aviv,Netanya,Eli Hacmon,4000,2,2,0,0,1,4,6,Hapoel Haifa,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,6,,,0,4,,,Sammy Ofer,30858,0.129626029,8.29404964,10.33715132,2014,4,16,Sammy Ofer,Netanya,55.00741286,2017 - Championship Round - 6 - Hapoel Haifa,2017 - Championship Round - 6 - Maccabi Tel Aviv
1399,30/04/2018,21:00,2017,Championship Round,6,Maccabi Netanya,Netanya,Beitar Jerusalem,Jerusalem,Orel Grinfeld,10500,4,1,1,0,0,3,2,Maccabi Netanya,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,10,,,0,10,,,Netanya,13800,0.760869565,9.259130536,9.532423871,2012,6,36,Netanya,Teddy,67.68303794,2017 - Championship Round - 6 - Maccabi Netanya,2017 - Championship Round - 6 - Beitar Jerusalem
1400,05/05/2018,18:00,2017,Championship Round,7,Hapoel Haifa,Haifa,Bnei Yehuda Tel Aviv,Petah Tikva,Shalom Ben Avraham,4000,2,1,1,0,0,4,5,Bnei Yehuda Tel Aviv,4,6,0,0,0,1,0,0,0,0,0,0,0,1,0,9,,,0,5,,,Sammy Ofer,30858,0.129626029,8.29404964,10.33715132,2014,4,16,Sammy Ofer,HaMoshava,75.84154504,2017 - Championship Round - 7 - Hapoel Haifa,2017 - Championship Round - 7 - Bnei Yehuda Tel Aviv
1401,05/05/2018,21:00,2017,Championship Round,7,Beitar Jerusalem,Jerusalem,Hapoel Beer Sheva,Be'er Sheva,Alon Yefet,25500,1,4,0,1,0,3,1,Beitar Jerusalem,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10,,,0,17,,0,Teddy,31733,0.80357987,10.14643373,10.36511243,1990,28,784,Teddy,Turner,65.81013503,2017 - Championship Round - 7 - Beitar Jerusalem,2017 - Championship Round - 7 - Hapoel Beer Sheva
1402,07/05/2018,20:30,2017,Championship Round,7,Maccabi Tel Aviv,Netanya,Maccabi Netanya,Netanya,Eitan Shmuelevic,6346,2,0,1,0,0,6,2,Maccabi Netanya,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,7,,,0,10,,,Netanya,13800,0.459855072,8.755579972,9.532423871,2012,6,36,Netanya,Netanya,0,2017 - Championship Round - 7 - Maccabi Tel Aviv,2017 - Championship Round - 7 - Maccabi Netanya
1403,12/05/2018,18:00,2017,Championship Round,8,Maccabi Netanya,Netanya,Hapoel Haifa,Haifa,Daniel Bar Natan,4980,2,1,1,0,0,2,4,Maccabi Netanya,5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,13,,,0,9,,,Netanya,13800,0.360869565,8.51318517,9.532423871,2012,6,36,Netanya,Sammy Ofer,55.00741286,2017 - Championship Round - 8 - Maccabi Netanya,2017 - Championship Round - 8 - Hapoel Haifa
1404,12/05/2018,20:15,2017,Championship Round,8,Bnei Yehuda Tel Aviv,Petah Tikva,Beitar Jerusalem,Jerusalem,Roi Reinshreiber,1800,3,3,0,0,1,6,3,Bnei Yehuda Tel Aviv,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,6,,,0,11,,,HaMoshava,11500,0.156521739,7.495541944,9.350102314,2011,7,49,HaMoshava,Teddy,49.8367755,2017 - Championship Round - 8 - Bnei Yehuda Tel Aviv,2017 - Championship Round - 8 - Beitar Jerusalem
1405,12/05/2018,21:00,2017,Championship Round,8,Hapoel Beer Sheva,Be'er Sheva,Maccabi Tel Aviv,Netanya,Erez Papir,15855,0,1,0,1,0,1,5,Maccabi Tel Aviv,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,17,,0,0,10,,,Turner,16126,0.983194841,9.671240187,9.688188155,2015,3,9,Turner,Netanya,113.4902168,2017 - Championship Round - 8 - Hapoel Beer Sheva,2017 - Championship Round - 8 - Maccabi Tel Aviv
1406,15/05/2018,20:15,2017,Championship Round,9,Hapoel Haifa,Haifa,Hapoel Beer Sheva,Be'er Sheva,Igal Frid,0,1,4,0,1,0,5,1,Hapoel Haifa,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,,,0,20,,0,Sammy Ofer,30858,0,0,10.33715132,2014,4,16,Sammy Ofer,Turner,168.309253,2017 - Championship Round - 9 - Hapoel Haifa,2017 - Championship Round - 9 - Hapoel Beer Sheva
1407,15/05/2018,21:00,2017,Championship Round,9,Maccabi Tel Aviv,Netanya,Beitar Jerusalem,Jerusalem,Idan Leiba,6595,3,1,1,0,0,4,3,Beitar Jerusalem,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,13,,,0,11,,,Netanya,13800,0.477898551,8.794067065,9.532423871,2012,6,36,Netanya,Teddy,67.68303794,2017 - Championship Round - 9 - Maccabi Tel Aviv,2017 - Championship Round - 9 - Beitar Jerusalem
1408,16/05/2018,19:15,2017,Championship Round,9,Maccabi Netanya,Netanya,Bnei Yehuda Tel Aviv,Petah Tikva,Ohad Asulin,3250,0,5,0,1,0,2,6,Bnei Yehuda Tel Aviv,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,13,,,0,9,,,Netanya,13800,0.235507246,8.086410275,9.532423871,2012,6,36,Netanya,HaMoshava,21.06862042,2017 - Championship Round - 9 - Maccabi Netanya,2017 - Championship Round - 9 - Bnei Yehuda Tel Aviv
1409,21/05/2018,21:00,2017,Championship Round,10,Bnei Yehuda Tel Aviv,Petah Tikva,Maccabi Tel Aviv,Netanya,David Fucsman,2400,0,2,0,1,0,5,2,Bnei Yehuda Tel Aviv,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,,,0,16,,,HaMoshava,11500,0.208695652,7.783224016,9.350102314,2011,7,49,HaMoshava,Netanya,21.06862042,2017 - Championship Round - 10 - Bnei Yehuda Tel Aviv,2017 - Championship Round - 10 - Maccabi Tel Aviv
1410,21/05/2018,21:00,2017,Championship Round,10,Hapoel Beer Sheva,Be'er Sheva,Maccabi Netanya,Netanya,Roi Reinshreiber,13817,6,1,1,0,0,1,3,Maccabi Netanya,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,23,,1,0,13,,,Turner,16126,0.856815081,9.533654997,9.688188155,2015,3,9,Turner,Netanya,113.4902168,2017 - Championship Round - 10 - Hapoel Beer Sheva,2017 - Championship Round - 10 - Maccabi Netanya
1411,21/05/2018,21:00,2017,Championship Round,10,Beitar Jerusalem,Jerusalem,Hapoel Haifa,Haifa,Gal Leibovitz,500,1,1,0,0,1,4,6,Hapoel Haifa,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,12,,,0,10,,,Teddy,31733,0.015756468,6.214608098,10.36511243,1990,28,784,Teddy,Sammy Ofer,116.4007001,2017 - Championship Round - 10 - Beitar Jerusalem,2017 - Championship Round - 10 - Hapoel Haifa
1412,17/03/2018,16:00,2017,Relegation Round,1,Maccabi Haifa,Haifa,Hapoel Acre,Acre,Eitan Shmuelevic,6892,4,0,1,0,0,10,14,Hapoel Acre,4,8,0,1,0,0,0,0,0,0,0,0,0,1,0,3,,,0,0,,,Sammy Ofer,30858,0.223345648,8.838116598,10.33715132,2014,4,16,Sammy Ofer,Acre Municipal,17.86524609,2017 - Relegation Round - 1 - Maccabi Haifa,2017 - Relegation Round - 1 - Hapoel Acre
1413,17/03/2018,18:00,2017,Relegation Round,1,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Ashkelon,Ashkelon,Liran Liany,400,1,1,0,0,1,8,13,Hapoel Ashkelon,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,,0,1,,,Kiryat Shmona Municipal,5300,0.075471698,5.991464547,8.5754621,1989,29,841,Kiryat Shmona Municipal,Sala,195.4877425,2017 - Relegation Round - 1 - Ironi Kiryat Shmona,2017 - Relegation Round - 1 - Hapoel Ashkelon
1414,17/03/2018,18:15,2017,Relegation Round,1,Ihud Bnei Sakhnin,Sakhnin,FC Ashdod,Ashdod,Alon Yefet,2500,2,1,1,0,0,9,12,FC Ashdod,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,3,,,0,0,,,Doha,8500,0.294117647,7.824046011,9.047821442,2006,12,144,Doha,Yud-Alef,132.6922934,2017 - Relegation Round - 1 - Ihud Bnei Sakhnin,2017 - Relegation Round - 1 - FC Ashdod
1415,18/03/2018,19:00,2017,Relegation Round,1,Maccabi Petah Tikva,Petah Tikva,Hapoel Raanana,Netanya,Roi Reinshreiber,775,1,3,0,1,0,7,11,Hapoel Raanana,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,0,3,,,HaMoshava,11500,0.067391304,6.652863029,9.350102314,2011,7,49,HaMoshava,Netanya,21.06862042,2017 - Relegation Round - 1 - Maccabi Petah Tikva,2017 - Relegation Round - 1 - Hapoel Raanana
1416,07/04/2018,17:00,2017,Relegation Round,2,Maccabi Petah Tikva,Petah Tikva,Ironi Kiryat Shmona,Kiryat Shmona,Ohad Asulin,1000,2,0,1,0,0,7,4,Ironi Kiryat Shmona,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,,,0,1,,,HaMoshava,11500,0.086956522,6.907755279,9.350102314,2011,7,49,HaMoshava,Kiryat Shmona Municipal,139.3706367,2017 - Relegation Round - 2 - Maccabi Petah Tikva,2017 - Relegation Round - 2 - Ironi Kiryat Shmona
1417,07/04/2018,19:10,2017,Relegation Round,2,Hapoel Raanana,Netanya,Hapoel Acre,Acre,Igal Frid,250,1,1,0,0,1,2,8,Hapoel Acre,5,8,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,1,,,Netanya,13800,0.018115942,5.521460918,9.532423871,2012,6,36,Netanya,Acre Municipal,71.12792449,2017 - Relegation Round - 2 - Hapoel Raanana,2017 - Relegation Round - 2 - Hapoel Acre
1418,07/04/2018,20:00,2017,Relegation Round,2,Hapoel Ashkelon,Ashkelon,Ihud Bnei Sakhnin,Sakhnin,Guy Berger,1100,2,0,1,0,0,5,3,Hapoel Ashkelon,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,0,3,,,Sala,5250,0.20952381,7.003065459,8.565983356,1961,57,3249,Sala,Doha,150.3861761,2017 - Relegation Round - 2 - Hapoel Ashkelon,2017 - Relegation Round - 2 - Ihud Bnei Sakhnin
1419,07/04/2018,20:30,2017,Relegation Round,2,FC Ashdod,Ashdod,Maccabi Haifa,Haifa,Zvika Levi,1500,2,1,1,0,0,6,1,FC Ashdod,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,3,,,Yud-Alef,7800,0.192307692,7.313220387,8.961879013,1966,52,2704,Yud-Alef,Sammy Ofer,111.9142463,2017 - Relegation Round - 2 - FC Ashdod,2017 - Relegation Round - 2 - Maccabi Haifa
1420,14/04/2018,18:00,2017,Relegation Round,3,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Raanana,Netanya,tbc,275,0,1,0,1,0,7,1,Hapoel Raanana,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,,0,7,,,Kiryat Shmona Municipal,5300,0.051886792,5.616771098,8.5754621,1989,29,841,Kiryat Shmona Municipal,Netanya,121.2858395,2017 - Relegation Round - 3 - Ironi Kiryat Shmona,2017 - Relegation Round - 3 - Hapoel Raanana
