fixture,id,referee,timezone,date,timestamp,periods,first,second,venue,id,name,city,status,long,short,elapsed,league,id,name,country,logo,flag,season,round,teams,home,id,name,logo,winner,away,id,name,logo,winner,goals,home,away,score,halftime,home,away,fulltime,home,away,extratime,home,away,penalty,home,away
,179319,S. Ben Avraham,UTC,2019-10-26T16:30:00+00:00,1572107400,,1572107400,1572111000,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,4505,Maccabi Netanya,https://media-6.api-sports.io/football/teams/4505.png,False,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,True,,2,4,,,1,2,,2,4,,None,None,,None,None
,179320,O. Asulin,UTC,2019-10-27T16:00:00+00:00,1572192000,,1572192000,1572195600,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,4499,Sektzia Nes Tziona,https://media-5.api-sports.io/football/teams/4499.png,None,,4500,Hapoel Hadera,https://media-2.api-sports.io/football/teams/4500.png,None,,2,2,,,1,1,,2,2,,None,None,,None,None
,179321,R. Reinshreiber,UTC,2019-10-27T17:15:00+00:00,1572196500,,1572196500,1572200100,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,4508,Bnei Yehuda,https://media-1.api-sports.io/football/teams/4508.png,False,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,True,,0,2,,,0,1,,0,2,,None,None,,None,None
,179322,E. Shmuelevich,UTC,2019-10-26T17:30:00+00:00,1572111000,,1572111000,1572114600,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,4497,Hapoel Kfar Saba,https://media-2.api-sports.io/football/teams/4497.png,False,,4195,Maccabi Haifa,https://media-5.api-sports.io/football/teams/4195.png,True,,0,3,,,0,1,,0,3,,None,None,,None,None
,179323,D. Bar Natan,UTC,2019-11-04T18:15:00+00:00,1572891300,,1572891300,1572894900,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,4501,Hapoel Tel Aviv,https://media-2.api-sports.io/football/teams/4501.png,False,,4195,Maccabi Haifa,https://media-1.api-sports.io/football/teams/4195.png,True,,1,2,,,1,0,,1,2,,None,None,,None,None
,179324,E. Papir,UTC,2019-11-02T17:50:00+00:00,1572717000,,1572717000,1572720600,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,657,Beitar Jerusalem,https://media-1.api-sports.io/football/teams/657.png,True,,4497,Hapoel Kfar Saba,https://media-5.api-sports.io/football/teams/4497.png,False,,1,0,,,0,0,,1,0,,None,None,,None,None
,179325,I. Frid,UTC,2019-11-02T16:30:00+00:00,1572712200,,1572712200,1572715800,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,4500,Hapoel Hadera,https://media-5.api-sports.io/football/teams/4500.png,None,,4508,Bnei Yehuda,https://media-5.api-sports.io/football/teams/4508.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179326,I. Layba,UTC,2019-11-03T17:00:00+00:00,1572800400,,1572800400,1572804000,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,4507,Ashdod,https://media-5.api-sports.io/football/teams/4507.png,None,,4499,Sektzia Nes Tziona,https://media-2.api-sports.io/football/teams/4499.png,None,,2,2,,,0,1,,2,2,,None,None,,None,None
,179327,G. Laibuvitz,UTC,2019-11-03T18:15:00+00:00,1572804900,,1572804900,1572808500,,3406,Lod Municipal Stadium,Bnei-Lod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,563,Hapoel Beer Sheva,https://media-6.api-sports.io/football/teams/563.png,True,,4505,Maccabi Netanya,https://media-4.api-sports.io/football/teams/4505.png,False,,2,0,,,1,0,,2,0,,None,None,,None,None
,179328,D. Fuxman,UTC,2019-11-02T15:30:00+00:00,1572708600,,1572708600,1572712200,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,4509,Hapoel Ra'anana,https://media-2.api-sports.io/football/teams/4509.png,False,,604,Maccabi Tel Aviv,https://media-1.api-sports.io/football/teams/604.png,True,,0,2,,,0,1,,0,2,,None,None,,None,None
,179329,O. Grinfeld,UTC,2019-11-02T13:00:00+00:00,1572699600,,1572699600,1572703200,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 9,,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,True,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,False,,2,1,,,2,1,,2,1,,None,None,,None,None
,179330,Z. Adler,UTC,2019-11-09T13:00:00+00:00,1573304400,,1573304400,1573308000,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,False,,4501,Hapoel Tel Aviv,https://media-1.api-sports.io/football/teams/4501.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179331,E. Hacmon,UTC,2019-11-09T17:50:00+00:00,1573321800,,1573321800,1573325400,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,True,,2253,Hapoel Haifa,https://media-1.api-sports.io/football/teams/2253.png,False,,3,0,,,1,0,,3,0,,None,None,,None,None
,179332,L. Liani,UTC,2019-11-09T16:30:00+00:00,1573317000,,1573317000,1573320600,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,True,,4509,Hapoel Ra'anana,https://media-5.api-sports.io/football/teams/4509.png,False,,1,0,,,0,0,,1,0,,None,None,,None,None
,179333,E. Shmuelevich,UTC,2019-11-09T15:30:00+00:00,1573313400,,1573313400,1573317000,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4499,Sektzia Nes Tziona,https://media-6.api-sports.io/football/teams/4499.png,True,,563,Hapoel Beer Sheva,https://media-2.api-sports.io/football/teams/563.png,False,,2,1,,,0,0,,2,1,,None,None,,None,None
,179334,O. Asulin,UTC,2019-11-10T18:15:00+00:00,1573409700,,1573409700,1573413300,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4508,Bnei Yehuda,https://media-6.api-sports.io/football/teams/4508.png,True,,4507,Ashdod,https://media-2.api-sports.io/football/teams/4507.png,False,,2,0,,,1,0,,2,0,,None,None,,None,None
,179335,R. Reinshreiber,UTC,2019-11-10T18:00:00+00:00,1573408800,,1573408800,1573412400,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,None,,4500,Hapoel Hadera,https://media-4.api-sports.io/football/teams/4500.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179336,D. Fuxman,UTC,2019-11-10T18:15:00+00:00,1573409700,,1573409700,1573413300,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 10,,,4195,Maccabi Haifa,https://media-5.api-sports.io/football/teams/4195.png,True,,657,Beitar Jerusalem,https://media-6.api-sports.io/football/teams/657.png,False,,3,1,,,0,1,,3,1,,None,None,,None,None
,179337,G. Laibuvitz,UTC,2019-12-01T18:15:00+00:00,1575224100,,1575224100,1575227700,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,4501,Hapoel Tel Aviv,https://media-5.api-sports.io/football/teams/4501.png,False,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179338,E. Hacmon,UTC,2019-12-01T18:00:00+00:00,1575223200,,1575223200,1575226800,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,4500,Hapoel Hadera,https://media-4.api-sports.io/football/teams/4500.png,False,,4195,Maccabi Haifa,https://media-6.api-sports.io/football/teams/4195.png,True,,0,3,,,0,2,,0,3,,None,None,,None,None
,179339,Z. Adler,UTC,2019-11-30T16:00:00+00:00,1575129600,,1575129600,1575133200,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,None,,4497,Hapoel Kfar Saba,https://media-5.api-sports.io/football/teams/4497.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179340,I. Layba,UTC,2019-11-30T17:50:00+00:00,1575136200,,1575136200,1575139800,,867,Yaakov Turner Toto Stadium,Beer Sheva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,563,Hapoel Beer Sheva,https://media-6.api-sports.io/football/teams/563.png,False,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,True,,1,2,,,1,0,,1,2,,None,None,,None,None
,179341,I. Frid,UTC,2019-11-30T13:00:00+00:00,1575118800,,1575118800,1575122400,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,4509,Hapoel Ra'anana,https://media-5.api-sports.io/football/teams/4509.png,None,,4499,Sektzia Nes Tziona,https://media-5.api-sports.io/football/teams/4499.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179342,E. Papir,UTC,2019-11-30T13:00:00+00:00,1575118800,,1575118800,1575122400,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,2253,Hapoel Haifa,https://media-1.api-sports.io/football/teams/2253.png,False,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,True,,1,3,,,0,1,,1,3,,None,None,,None,None
,179343,D. Bar Natan,UTC,2019-11-30T15:30:00+00:00,1575127800,,1575127800,1575131400,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 11,,,4510,Ironi Kiryat Shmona,https://media-1.api-sports.io/football/teams/4510.png,False,,604,Maccabi Tel Aviv,https://media-4.api-sports.io/football/teams/604.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179344,O. Grinfeld,UTC,2019-12-04T18:15:00+00:00,1575483300,,1575483300,1575486900,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4501,Hapoel Tel Aviv,https://media-2.api-sports.io/football/teams/4501.png,False,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,True,,0,3,,,0,1,,0,3,,None,None,,None,None
,179345,R. Reinshreiber,UTC,2019-12-03T17:45:00+00:00,1575395100,,1575395100,1575398700,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,True,,4510,Ironi Kiryat Shmona,https://media-1.api-sports.io/football/teams/4510.png,False,,1,0,,,1,0,,1,0,,None,None,,None,None
,179346,Z. Adler,UTC,2019-12-04T17:45:00+00:00,1575481500,,1575481500,1575485100,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4499,Sektzia Nes Tziona,https://media-4.api-sports.io/football/teams/4499.png,False,,2253,Hapoel Haifa,https://media-6.api-sports.io/football/teams/2253.png,True,,1,2,,,1,1,,1,2,,None,None,,None,None
,179347,E. Shmuelevich,UTC,2019-12-03T17:00:00+00:00,1575392400,,1575392400,1575396000,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,None,,4509,Hapoel Ra'anana,https://media-1.api-sports.io/football/teams/4509.png,None,,1,1,,,0,1,,1,1,,None,None,,None,None
,179348,D. Fuxman,UTC,2019-12-03T18:15:00+00:00,1575396900,,1575396900,1575400500,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4497,Hapoel Kfar Saba,https://media-2.api-sports.io/football/teams/4497.png,False,,563,Hapoel Beer Sheva,https://media-2.api-sports.io/football/teams/563.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179349,S. Levi,UTC,2019-12-04T18:10:00+00:00,1575483000,,1575483000,1575486600,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,4195,Maccabi Haifa,https://media-4.api-sports.io/football/teams/4195.png,None,,4507,Ashdod,https://media-6.api-sports.io/football/teams/4507.png,None,,3,3,,,0,1,,3,3,,None,None,,None,None
,179350,I. Layba,UTC,2019-12-04T18:00:00+00:00,1575482400,,1575482400,1575486000,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 12,,,657,Beitar Jerusalem,https://media-6.api-sports.io/football/teams/657.png,True,,4500,Hapoel Hadera,https://media-1.api-sports.io/football/teams/4500.png,False,,2,0,,,2,0,,2,0,,None,None,,None,None
,179351,S. Ben Avraham,UTC,2019-12-08T17:45:00+00:00,1575827100,,1575827100,1575830700,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,4500,Hapoel Hadera,https://media-6.api-sports.io/football/teams/4500.png,False,,4501,Hapoel Tel Aviv,https://media-5.api-sports.io/football/teams/4501.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179352,L. Liani,UTC,2019-12-08T18:15:00+00:00,1575828900,,1575828900,1575832500,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,None,,657,Beitar Jerusalem,https://media-1.api-sports.io/football/teams/657.png,None,,2,2,,,1,1,,2,2,,None,None,,None,None
,179353,R. Reinshreiber,UTC,2019-12-09T18:15:00+00:00,1575915300,,1575915300,1575918900,,867,Yaakov Turner Toto Stadium,Beer Sheva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,563,Hapoel Beer Sheva,https://media-6.api-sports.io/football/teams/563.png,False,,4195,Maccabi Haifa,https://media-2.api-sports.io/football/teams/4195.png,True,,0,2,,,0,2,,0,2,,None,None,,None,None
,179354,O. Grinfeld,UTC,2019-12-07T13:00:00+00:00,1575723600,,1575723600,1575727200,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,4509,Hapoel Ra'anana,https://media-2.api-sports.io/football/teams/4509.png,None,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,None,,1,1,,,1,0,,1,1,,None,None,,None,None
,179355,A. Shiloach,UTC,2019-12-07T15:30:00+00:00,1575732600,,1575732600,1575736200,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,2253,Hapoel Haifa,https://media-5.api-sports.io/football/teams/2253.png,True,,4508,Bnei Yehuda,https://media-1.api-sports.io/football/teams/4508.png,False,,3,0,,,1,0,,3,0,,None,None,,None,None
,179356,O. Asulin,UTC,2019-12-07T16:30:00+00:00,1575736200,,1575736200,1575739800,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,4510,Ironi Kiryat Shmona,https://media-1.api-sports.io/football/teams/4510.png,True,,4499,Sektzia Nes Tziona,https://media-5.api-sports.io/football/teams/4499.png,False,,1,0,,,0,0,,1,0,,None,None,,None,None
,179357,G. Laibuvitz,UTC,2019-12-07T17:50:00+00:00,1575741000,,1575741000,1575744600,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 13,,,604,Maccabi Tel Aviv,https://media-6.api-sports.io/football/teams/604.png,None,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179358,L. Liani,UTC,2019-12-15T18:15:00+00:00,1576433700,,1576433700,1576437300,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,4505,Maccabi Netanya,https://media-4.api-sports.io/football/teams/4505.png,True,,4501,Hapoel Tel Aviv,https://media-2.api-sports.io/football/teams/4501.png,False,,4,0,,,2,0,,4,0,,None,None,,None,None
,179359,E. Hacmon,UTC,2019-12-14T13:00:00+00:00,1576328400,,1576328400,1576332000,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,None,,4499,Sektzia Nes Tziona,https://media-5.api-sports.io/football/teams/4499.png,None,,1,1,,,1,1,,1,1,,None,None,,None,None
,179360,E. Papir,UTC,2019-12-14T15:30:00+00:00,1576337400,,1576337400,1576341000,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,4510,Ironi Kiryat Shmona,https://media-6.api-sports.io/football/teams/4510.png,True,,4508,Bnei Yehuda,https://media-5.api-sports.io/football/teams/4508.png,False,,2,1,,,2,0,,2,1,,None,None,,None,None
,179361,O. Na'al,UTC,2019-12-14T16:30:00+00:00,1576341000,,1576341000,1576344600,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,False,,4497,Hapoel Kfar Saba,https://media-1.api-sports.io/football/teams/4497.png,True,,0,2,,,0,1,,0,2,,None,None,,None,None
,179362,G. Laibuvitz,UTC,2019-12-14T17:50:00+00:00,1576345800,,1576345800,1576349400,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,4509,Hapoel Ra'anana,https://media-4.api-sports.io/football/teams/4509.png,None,,4195,Maccabi Haifa,https://media-4.api-sports.io/football/teams/4195.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179363,O. Grinfeld,UTC,2019-12-16T18:15:00+00:00,1576520100,,1576520100,1576523700,,867,Yaakov Turner Toto Stadium,Beer Sheva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,563,Hapoel Beer Sheva,https://media-4.api-sports.io/football/teams/563.png,False,,657,Beitar Jerusalem,https://media-1.api-sports.io/football/teams/657.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179364,D. Bar Natan,UTC,2019-12-15T17:00:00+00:00,1576429200,,1576429200,1576432800,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 14,,,4507,Ashdod,https://media-5.api-sports.io/football/teams/4507.png,False,,4500,Hapoel Hadera,https://media-2.api-sports.io/football/teams/4500.png,True,,0,2,,,0,1,,0,2,,None,None,,None,None
,179365,E. Shmuelevich,UTC,2019-12-25T17:30:00+00:00,1577295000,,1577295000,1577298600,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,4501,Hapoel Tel Aviv,https://media-1.api-sports.io/football/teams/4501.png,None,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179366,A. Shiloach,UTC,2019-12-24T17:30:00+00:00,1577208600,,1577208600,1577212200,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,4500,Hapoel Hadera,https://media-2.api-sports.io/football/teams/4500.png,False,,563,Hapoel Beer Sheva,https://media-1.api-sports.io/football/teams/563.png,True,,0,1,,,0,0,,0,1,,None,None,,None,None
,179367,R. Reinshreiber,UTC,2019-12-25T18:15:00+00:00,1577297700,,1577297700,1577301300,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,657,Beitar Jerusalem,https://media-1.api-sports.io/football/teams/657.png,True,,4509,Hapoel Ra'anana,https://media-4.api-sports.io/football/teams/4509.png,False,,2,0,,,1,0,,2,0,,None,None,,None,None
,179368,L. Liani,UTC,2019-12-24T18:15:00+00:00,1577211300,,1577211300,1577214900,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,4195,Maccabi Haifa,https://media-6.api-sports.io/football/teams/4195.png,True,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,False,,3,0,,,0,0,,3,0,,None,None,,None,None
,179369,S. Ben Avraham,UTC,2019-12-24T17:00:00+00:00,1577206800,,1577206800,1577210400,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,4497,Hapoel Kfar Saba,https://media-5.api-sports.io/football/teams/4497.png,False,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,True,,0,3,,,0,1,,0,3,,None,None,,None,None
,179370,I. Frid,UTC,2019-12-24T18:15:00+00:00,1577211300,,1577211300,1577214900,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 15,,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,False,,604,Maccabi Tel Aviv,https://media-2.api-sports.io/football/teams/604.png,True,,0,3,,,0,2,,0,3,,None,None,,None,None
