date,club,value,squad_s
21/08/2021,Maccabi Netanya,8880000,35
22/08/2021,Maccabi Netanya,8880000,35
23/08/2021,Maccabi Netanya,8880000,35
24/08/2021,Maccabi Netanya,8880000,35
25/08/2021,Maccabi Netanya,8880000,35
26/08/2021,Maccabi Netanya,8880000,35
27/08/2021,Maccabi Netanya,8880000,35
28/08/2021,Maccabi Netanya,8880000,35
29/08/2021,Maccabi Netanya,8880000,35
30/08/2021,Maccabi Netanya,8880000,35
31/08/2021,Maccabi Netanya,8880000,35
01/09/2021,Maccabi Netanya,8250000,31
02/09/2021,Maccabi Netanya,8250000,31
03/09/2021,Maccabi Netanya,8250000,31
04/09/2021,Maccabi Netanya,8250000,31
05/09/2021,Maccabi Netanya,8250000,31
06/09/2021,Maccabi Netanya,8250000,31
07/09/2021,Maccabi Netanya,8250000,31
08/09/2021,Maccabi Netanya,8250000,31
09/09/2021,Maccabi Netanya,8250000,31
10/09/2021,Maccabi Netanya,8250000,31
11/09/2021,Maccabi Netanya,8250000,31
12/09/2021,Maccabi Netanya,8250000,31
13/09/2021,Maccabi Netanya,8250000,31
14/09/2021,Maccabi Netanya,8250000,31
15/09/2021,Maccabi Netanya,8280000,31
16/09/2021,Maccabi Netanya,8280000,31
17/09/2021,Maccabi Netanya,8280000,31
18/09/2021,Maccabi Netanya,8280000,31
19/09/2021,Maccabi Netanya,8280000,31
20/09/2021,Maccabi Netanya,8280000,31
21/09/2021,Maccabi Netanya,8280000,31
22/09/2021,Maccabi Netanya,8280000,31
23/09/2021,Maccabi Netanya,8280000,31
24/09/2021,Maccabi Netanya,8280000,31
25/09/2021,Maccabi Netanya,8280000,31
26/09/2021,Maccabi Netanya,8280000,31
27/09/2021,Maccabi Netanya,8280000,31
28/09/2021,Maccabi Netanya,8280000,31
29/09/2021,Maccabi Netanya,8280000,31
30/09/2021,Maccabi Netanya,8280000,31
01/10/2021,Maccabi Netanya,8280000,31
02/10/2021,Maccabi Netanya,8280000,31
03/10/2021,Maccabi Netanya,8280000,31
04/10/2021,Maccabi Netanya,8280000,31
05/10/2021,Maccabi Netanya,8280000,31
06/10/2021,Maccabi Netanya,8280000,31
07/10/2021,Maccabi Netanya,8280000,31
08/10/2021,Maccabi Netanya,8280000,31
09/10/2021,Maccabi Netanya,8280000,31
10/10/2021,Maccabi Netanya,8280000,31
11/10/2021,Maccabi Netanya,8280000,31
12/10/2021,Maccabi Netanya,8280000,31
13/10/2021,Maccabi Netanya,8280000,31
14/10/2021,Maccabi Netanya,8280000,31
15/10/2021,Maccabi Netanya,8330000,30
16/10/2021,Maccabi Netanya,8330000,30
17/10/2021,Maccabi Netanya,8330000,30
18/10/2021,Maccabi Netanya,8330000,30
19/10/2021,Maccabi Netanya,8330000,30
20/10/2021,Maccabi Netanya,8330000,30
21/10/2021,Maccabi Netanya,8330000,30
22/10/2021,Maccabi Netanya,8330000,30
23/10/2021,Maccabi Netanya,8330000,30
24/10/2021,Maccabi Netanya,8330000,30
25/10/2021,Maccabi Netanya,8330000,30
26/10/2021,Maccabi Netanya,8330000,30
27/10/2021,Maccabi Netanya,8330000,30
28/10/2021,Maccabi Netanya,8330000,30
29/10/2021,Maccabi Netanya,8330000,30
30/10/2021,Maccabi Netanya,8330000,30
31/10/2021,Maccabi Netanya,8330000,30
01/11/2021,Maccabi Netanya,8330000,31
02/11/2021,Maccabi Netanya,8330000,31
03/11/2021,Maccabi Netanya,8330000,31
04/11/2021,Maccabi Netanya,8330000,31
05/11/2021,Maccabi Netanya,8330000,31
06/11/2021,Maccabi Netanya,8330000,31
07/11/2021,Maccabi Netanya,8330000,31
08/11/2021,Maccabi Netanya,8330000,31
09/11/2021,Maccabi Netanya,8330000,31
10/11/2021,Maccabi Netanya,8330000,31
11/11/2021,Maccabi Netanya,8330000,31
12/11/2021,Maccabi Netanya,8330000,31
13/11/2021,Maccabi Netanya,8330000,31
14/11/2021,Maccabi Netanya,8330000,31
15/11/2021,Maccabi Netanya,8330000,31
16/11/2021,Maccabi Netanya,8330000,31
17/11/2021,Maccabi Netanya,8330000,31
18/11/2021,Maccabi Netanya,8330000,31
19/11/2021,Maccabi Netanya,8330000,31
20/11/2021,Maccabi Netanya,8330000,31
21/11/2021,Maccabi Netanya,8330000,31
22/11/2021,Maccabi Netanya,8330000,31
23/11/2021,Maccabi Netanya,8330000,31
24/11/2021,Maccabi Netanya,8330000,31
25/11/2021,Maccabi Netanya,8330000,31
26/11/2021,Maccabi Netanya,8330000,31
27/11/2021,Maccabi Netanya,8330000,31
28/11/2021,Maccabi Netanya,8330000,31
29/11/2021,Maccabi Netanya,8330000,31
30/11/2021,Maccabi Netanya,8330000,31
01/12/2021,Maccabi Netanya,8330000,31
02/12/2021,Maccabi Netanya,8330000,31
03/12/2021,Maccabi Netanya,8330000,31
04/12/2021,Maccabi Netanya,8330000,31
05/12/2021,Maccabi Netanya,8330000,31
06/12/2021,Maccabi Netanya,8330000,31
07/12/2021,Maccabi Netanya,8330000,31
08/12/2021,Maccabi Netanya,8330000,31
09/12/2021,Maccabi Netanya,8330000,31
10/12/2021,Maccabi Netanya,8330000,31
11/12/2021,Maccabi Netanya,8330000,31
12/12/2021,Maccabi Netanya,8330000,31
13/12/2021,Maccabi Netanya,8330000,31
14/12/2021,Maccabi Netanya,8330000,31
15/12/2021,Maccabi Netanya,8330000,31
01/01/2012,FC Ashdod,5700000,34
02/01/2012,FC Ashdod,5700000,34
03/01/2012,FC Ashdod,5700000,34
04/01/2012,FC Ashdod,5700000,34
05/01/2012,FC Ashdod,5700000,34
06/01/2012,FC Ashdod,5700000,34
07/01/2012,FC Ashdod,5700000,34
08/01/2012,FC Ashdod,5700000,34
09/01/2012,FC Ashdod,5700000,34
10/01/2012,FC Ashdod,5700000,34
11/01/2012,FC Ashdod,5700000,34
12/01/2012,FC Ashdod,5700000,34
13/01/2012,FC Ashdod,5700000,34
14/01/2012,FC Ashdod,5700000,34
15/01/2012,FC Ashdod,5650000,34
16/01/2012,FC Ashdod,5650000,34
17/01/2012,FC Ashdod,5650000,34
18/01/2012,FC Ashdod,5650000,34
19/01/2012,FC Ashdod,5650000,34
20/01/2012,FC Ashdod,5650000,34
21/01/2012,FC Ashdod,5650000,34
22/01/2012,FC Ashdod,5650000,34
23/01/2012,FC Ashdod,5650000,34
24/01/2012,FC Ashdod,5650000,34
25/01/2012,FC Ashdod,5650000,34
26/01/2012,FC Ashdod,5650000,34
27/01/2012,FC Ashdod,5650000,34
28/01/2012,FC Ashdod,5650000,34
29/01/2012,FC Ashdod,5650000,34
30/01/2012,FC Ashdod,5650000,34
31/01/2012,FC Ashdod,5650000,34
01/02/2012,FC Ashdod,4550000,29
02/02/2012,FC Ashdod,4550000,29
03/02/2012,FC Ashdod,4550000,29
04/02/2012,FC Ashdod,4550000,29
05/02/2012,FC Ashdod,4550000,29
06/02/2012,FC Ashdod,4550000,29
07/02/2012,FC Ashdod,4550000,29
08/02/2012,FC Ashdod,4550000,29
09/02/2012,FC Ashdod,4550000,29
10/02/2012,FC Ashdod,4550000,29
11/02/2012,FC Ashdod,4550000,29
12/02/2012,FC Ashdod,4550000,29
13/02/2012,FC Ashdod,4550000,29
14/02/2012,FC Ashdod,4550000,29
15/02/2012,FC Ashdod,5200000,25
16/02/2012,FC Ashdod,5200000,25
17/02/2012,FC Ashdod,5200000,25
18/02/2012,FC Ashdod,5200000,25
19/02/2012,FC Ashdod,5200000,25
20/02/2012,FC Ashdod,5200000,25
21/02/2012,FC Ashdod,5200000,25
22/02/2012,FC Ashdod,5200000,25
23/02/2012,FC Ashdod,5200000,25
24/02/2012,FC Ashdod,5200000,25
25/02/2012,FC Ashdod,5200000,25
26/02/2012,FC Ashdod,5200000,25
27/02/2012,FC Ashdod,5200000,25
28/02/2012,FC Ashdod,5200000,25
29/02/2012,FC Ashdod,5200000,25
01/03/2012,FC Ashdod,4950000,26
02/03/2012,FC Ashdod,4950000,26
03/03/2012,FC Ashdod,4950000,26
04/03/2012,FC Ashdod,4950000,26
05/03/2012,FC Ashdod,4950000,26
06/03/2012,FC Ashdod,4950000,26
07/03/2012,FC Ashdod,4950000,26
08/03/2012,FC Ashdod,4950000,26
09/03/2012,FC Ashdod,4950000,26
10/03/2012,FC Ashdod,4950000,26
11/03/2012,FC Ashdod,4950000,26
12/03/2012,FC Ashdod,4950000,26
13/03/2012,FC Ashdod,4950000,26
14/03/2012,FC Ashdod,4950000,26
15/03/2012,FC Ashdod,4800000,22
16/03/2012,FC Ashdod,4800000,22
17/03/2012,FC Ashdod,4800000,22
18/03/2012,FC Ashdod,4800000,22
19/03/2012,FC Ashdod,4800000,22
20/03/2012,FC Ashdod,4800000,22
21/03/2012,FC Ashdod,4800000,22
22/03/2012,FC Ashdod,4800000,22
23/03/2012,FC Ashdod,4800000,22
24/03/2012,FC Ashdod,4800000,22
25/03/2012,FC Ashdod,4800000,22
26/03/2012,FC Ashdod,4800000,22
27/03/2012,FC Ashdod,4800000,22
28/03/2012,FC Ashdod,4800000,22
29/03/2012,FC Ashdod,4800000,22
30/03/2012,FC Ashdod,4800000,22
31/03/2012,FC Ashdod,4800000,22
01/04/2012,FC Ashdod,4800000,23
02/04/2012,FC Ashdod,4800000,23
03/04/2012,FC Ashdod,4800000,23
04/04/2012,FC Ashdod,4800000,23
05/04/2012,FC Ashdod,4800000,23
06/04/2012,FC Ashdod,4800000,23
07/04/2012,FC Ashdod,4800000,23
08/04/2012,FC Ashdod,4800000,23
09/04/2012,FC Ashdod,4800000,23
10/04/2012,FC Ashdod,4800000,23
11/04/2012,FC Ashdod,4800000,23
12/04/2012,FC Ashdod,4800000,23
13/04/2012,FC Ashdod,4800000,23
14/04/2012,FC Ashdod,4800000,23
15/04/2012,FC Ashdod,4830000,23
16/04/2012,FC Ashdod,4830000,23
17/04/2012,FC Ashdod,4830000,23
18/04/2012,FC Ashdod,4830000,23
19/04/2012,FC Ashdod,4830000,23
20/04/2012,FC Ashdod,4830000,23
21/04/2012,FC Ashdod,4830000,23
22/04/2012,FC Ashdod,4830000,23
23/04/2012,FC Ashdod,4830000,23
24/04/2012,FC Ashdod,4830000,23
25/04/2012,FC Ashdod,4830000,23
26/04/2012,FC Ashdod,4830000,23
27/04/2012,FC Ashdod,4830000,23
28/04/2012,FC Ashdod,4830000,23
29/04/2012,FC Ashdod,4830000,23
30/04/2012,FC Ashdod,4830000,23
01/05/2012,FC Ashdod,4830000,23
02/05/2012,FC Ashdod,4830000,23
03/05/2012,FC Ashdod,4830000,23
04/05/2012,FC Ashdod,4830000,23
05/05/2012,FC Ashdod,4830000,23
06/05/2012,FC Ashdod,4830000,23
07/05/2012,FC Ashdod,4830000,23
08/05/2012,FC Ashdod,4830000,23
09/05/2012,FC Ashdod,4830000,23
10/05/2012,FC Ashdod,4830000,23
11/05/2012,FC Ashdod,4830000,23
12/05/2012,FC Ashdod,4830000,23
13/05/2012,FC Ashdod,4830000,23
14/05/2012,FC Ashdod,4830000,23
15/05/2012,FC Ashdod,5030000,26
16/05/2012,FC Ashdod,5030000,26
17/05/2012,FC Ashdod,5030000,26
18/05/2012,FC Ashdod,5030000,26
19/05/2012,FC Ashdod,5030000,26
20/05/2012,FC Ashdod,5030000,26
21/05/2012,FC Ashdod,5030000,26
22/05/2012,FC Ashdod,5030000,26
23/05/2012,FC Ashdod,5030000,26
24/05/2012,FC Ashdod,5030000,26
25/05/2012,FC Ashdod,5030000,26
26/05/2012,FC Ashdod,5030000,26
27/05/2012,FC Ashdod,5030000,26
28/05/2012,FC Ashdod,5030000,26
29/05/2012,FC Ashdod,5030000,26
30/05/2012,FC Ashdod,5030000,26
31/05/2012,FC Ashdod,5030000,26
01/06/2012,FC Ashdod,5030000,26
02/06/2012,FC Ashdod,5030000,26
03/06/2012,FC Ashdod,5030000,26
04/06/2012,FC Ashdod,5030000,26
05/06/2012,FC Ashdod,5030000,26
06/06/2012,FC Ashdod,5030000,26
07/06/2012,FC Ashdod,5030000,26
08/06/2012,FC Ashdod,5030000,26
09/06/2012,FC Ashdod,5030000,26
10/06/2012,FC Ashdod,5030000,26
11/06/2012,FC Ashdod,5030000,26
12/06/2012,FC Ashdod,5030000,26
13/06/2012,FC Ashdod,5030000,26
14/06/2012,FC Ashdod,5030000,26
15/06/2012,FC Ashdod,5030000,26
16/06/2012,FC Ashdod,5030000,26
17/06/2012,FC Ashdod,5030000,26
18/06/2012,FC Ashdod,5030000,26
19/06/2012,FC Ashdod,5030000,26
20/06/2012,FC Ashdod,5030000,26
21/06/2012,FC Ashdod,5030000,26
22/06/2012,FC Ashdod,5030000,26
23/06/2012,FC Ashdod,5030000,26
24/06/2012,FC Ashdod,5030000,26
25/06/2012,FC Ashdod,5030000,26
26/06/2012,FC Ashdod,5030000,26
27/06/2012,FC Ashdod,5030000,26
28/06/2012,FC Ashdod,5030000,26
29/06/2012,FC Ashdod,5030000,26
30/06/2012,FC Ashdod,5030000,26
01/07/2012,FC Ashdod,5030000,26
02/07/2012,FC Ashdod,5030000,26
03/07/2012,FC Ashdod,5030000,26
04/07/2012,FC Ashdod,5030000,26
05/07/2012,FC Ashdod,5030000,26
06/07/2012,FC Ashdod,5030000,26
07/07/2012,FC Ashdod,5030000,26
08/07/2012,FC Ashdod,5030000,26
09/07/2012,FC Ashdod,5030000,26
10/07/2012,FC Ashdod,5030000,26
11/07/2012,FC Ashdod,5030000,26
12/07/2012,FC Ashdod,5030000,26
13/07/2012,FC Ashdod,5030000,26
14/07/2012,FC Ashdod,5030000,26
15/07/2012,FC Ashdod,4780000,27
16/07/2012,FC Ashdod,4780000,27
17/07/2012,FC Ashdod,4780000,27
18/07/2012,FC Ashdod,4780000,27
19/07/2012,FC Ashdod,4780000,27
20/07/2012,FC Ashdod,4780000,27
21/07/2012,FC Ashdod,4780000,27
22/07/2012,FC Ashdod,4780000,27
23/07/2012,FC Ashdod,4780000,27
24/07/2012,FC Ashdod,4780000,27
25/07/2012,FC Ashdod,4780000,27
26/07/2012,FC Ashdod,4780000,27
27/07/2012,FC Ashdod,4780000,27
28/07/2012,FC Ashdod,4780000,27
29/07/2012,FC Ashdod,4780000,27
30/07/2012,FC Ashdod,4780000,27
31/07/2012,FC Ashdod,4780000,27
01/08/2012,FC Ashdod,4700000,27
02/08/2012,FC Ashdod,4700000,27
03/08/2012,FC Ashdod,4700000,27
04/08/2012,FC Ashdod,4700000,27
05/08/2012,FC Ashdod,4700000,27
06/08/2012,FC Ashdod,4700000,27
07/08/2012,FC Ashdod,4700000,27
08/08/2012,FC Ashdod,4700000,27
09/08/2012,FC Ashdod,4700000,27
10/08/2012,FC Ashdod,4700000,27
11/08/2012,FC Ashdod,4700000,27
12/08/2012,FC Ashdod,4700000,27
13/08/2012,FC Ashdod,4700000,27
14/08/2012,FC Ashdod,4700000,27
15/08/2012,FC Ashdod,4700000,27
16/08/2012,FC Ashdod,4700000,27
17/08/2012,FC Ashdod,4700000,27
18/08/2012,FC Ashdod,4700000,27
19/08/2012,FC Ashdod,4700000,27
20/08/2012,FC Ashdod,4700000,27
21/08/2012,FC Ashdod,4700000,27
22/08/2012,FC Ashdod,4700000,27
23/08/2012,FC Ashdod,4700000,27
24/08/2012,FC Ashdod,4700000,27
25/08/2012,FC Ashdod,4700000,27
26/08/2012,FC Ashdod,4700000,27
27/08/2012,FC Ashdod,4700000,27
28/08/2012,FC Ashdod,4700000,27
29/08/2012,FC Ashdod,4700000,27
30/08/2012,FC Ashdod,4700000,27
31/08/2012,FC Ashdod,4700000,27
01/09/2012,FC Ashdod,4030000,25
02/09/2012,FC Ashdod,4030000,25
03/09/2012,FC Ashdod,4030000,25
04/09/2012,FC Ashdod,4030000,25
05/09/2012,FC Ashdod,4030000,25
06/09/2012,FC Ashdod,4030000,25
07/09/2012,FC Ashdod,4030000,25
08/09/2012,FC Ashdod,4030000,25
09/09/2012,FC Ashdod,4030000,25
10/09/2012,FC Ashdod,4030000,25
11/09/2012,FC Ashdod,4030000,25
12/09/2012,FC Ashdod,4030000,25
13/09/2012,FC Ashdod,4030000,25
14/09/2012,FC Ashdod,4030000,25
15/09/2012,FC Ashdod,4430000,27
16/09/2012,FC Ashdod,4430000,27
17/09/2012,FC Ashdod,4430000,27
18/09/2012,FC Ashdod,4430000,27
19/09/2012,FC Ashdod,4430000,27
20/09/2012,FC Ashdod,4430000,27
21/09/2012,FC Ashdod,4430000,27
22/09/2012,FC Ashdod,4430000,27
23/09/2012,FC Ashdod,4430000,27
24/09/2012,FC Ashdod,4430000,27
25/09/2012,FC Ashdod,4430000,27
26/09/2012,FC Ashdod,4430000,27
27/09/2012,FC Ashdod,4430000,27
28/09/2012,FC Ashdod,4430000,27
29/09/2012,FC Ashdod,4430000,27
30/09/2012,FC Ashdod,4430000,27
01/10/2012,FC Ashdod,4430000,27
02/10/2012,FC Ashdod,4430000,27
03/10/2012,FC Ashdod,4430000,27
04/10/2012,FC Ashdod,4430000,27
05/10/2012,FC Ashdod,4430000,27
06/10/2012,FC Ashdod,4430000,27
07/10/2012,FC Ashdod,4430000,27
08/10/2012,FC Ashdod,4430000,27
09/10/2012,FC Ashdod,4430000,27
10/10/2012,FC Ashdod,4430000,27
11/10/2012,FC Ashdod,4430000,27
12/10/2012,FC Ashdod,4430000,27
13/10/2012,FC Ashdod,4430000,27
14/10/2012,FC Ashdod,4430000,27
15/10/2012,FC Ashdod,3780000,27
16/10/2012,FC Ashdod,3780000,27
17/10/2012,FC Ashdod,3780000,27
18/10/2012,FC Ashdod,3780000,27
19/10/2012,FC Ashdod,3780000,27
20/10/2012,FC Ashdod,3780000,27
21/10/2012,FC Ashdod,3780000,27
22/10/2012,FC Ashdod,3780000,27
23/10/2012,FC Ashdod,3780000,27
24/10/2012,FC Ashdod,3780000,27
25/10/2012,FC Ashdod,3780000,27
26/10/2012,FC Ashdod,3780000,27
27/10/2012,FC Ashdod,3780000,27
28/10/2012,FC Ashdod,3780000,27
29/10/2012,FC Ashdod,3780000,27
30/10/2012,FC Ashdod,3780000,27
31/10/2012,FC Ashdod,3780000,27
01/11/2012,FC Ashdod,3950000,30
02/11/2012,FC Ashdod,3950000,30
03/11/2012,FC Ashdod,3950000,30
04/11/2012,FC Ashdod,3950000,30
05/11/2012,FC Ashdod,3950000,30
06/11/2012,FC Ashdod,3950000,30
07/11/2012,FC Ashdod,3950000,30
08/11/2012,FC Ashdod,3950000,30
09/11/2012,FC Ashdod,3950000,30
10/11/2012,FC Ashdod,3950000,30
11/11/2012,FC Ashdod,3950000,30
12/11/2012,FC Ashdod,3950000,30
13/11/2012,FC Ashdod,3950000,30
14/11/2012,FC Ashdod,3950000,30
15/11/2012,FC Ashdod,3950000,30
16/11/2012,FC Ashdod,3950000,30
17/11/2012,FC Ashdod,3950000,30
18/11/2012,FC Ashdod,3950000,30
19/11/2012,FC Ashdod,3950000,30
20/11/2012,FC Ashdod,3950000,30
21/11/2012,FC Ashdod,3950000,30
22/11/2012,FC Ashdod,3950000,30
23/11/2012,FC Ashdod,3950000,30
24/11/2012,FC Ashdod,3950000,30
25/11/2012,FC Ashdod,3950000,30
26/11/2012,FC Ashdod,3950000,30
27/11/2012,FC Ashdod,3950000,30
28/11/2012,FC Ashdod,3950000,30
29/11/2012,FC Ashdod,3950000,30
30/11/2012,FC Ashdod,3950000,30
01/12/2012,FC Ashdod,4150000,29
02/12/2012,FC Ashdod,4150000,29
03/12/2012,FC Ashdod,4150000,29
04/12/2012,FC Ashdod,4150000,29
05/12/2012,FC Ashdod,4150000,29
06/12/2012,FC Ashdod,4150000,29
07/12/2012,FC Ashdod,4150000,29
08/12/2012,FC Ashdod,4150000,29
09/12/2012,FC Ashdod,4150000,29
10/12/2012,FC Ashdod,4150000,29
11/12/2012,FC Ashdod,4150000,29
12/12/2012,FC Ashdod,4150000,29
13/12/2012,FC Ashdod,4150000,29
14/12/2012,FC Ashdod,4150000,29
15/12/2012,FC Ashdod,4150000,29
16/12/2012,FC Ashdod,4150000,29
17/12/2012,FC Ashdod,4150000,29
18/12/2012,FC Ashdod,4150000,29
19/12/2012,FC Ashdod,4150000,29
20/12/2012,FC Ashdod,4150000,29
21/12/2012,FC Ashdod,4150000,29
22/12/2012,FC Ashdod,4150000,29
23/12/2012,FC Ashdod,4150000,29
24/12/2012,FC Ashdod,4150000,29
25/12/2012,FC Ashdod,4150000,29
26/12/2012,FC Ashdod,4150000,29
27/12/2012,FC Ashdod,4150000,29
28/12/2012,FC Ashdod,4150000,29
29/12/2012,FC Ashdod,4150000,29
30/12/2012,FC Ashdod,4150000,29
31/12/2012,FC Ashdod,4150000,29
01/01/2013,FC Ashdod,4150000,29
02/01/2013,FC Ashdod,4150000,29
03/01/2013,FC Ashdod,4150000,29
04/01/2013,FC Ashdod,4150000,29
05/01/2013,FC Ashdod,4150000,29
06/01/2013,FC Ashdod,4150000,29
07/01/2013,FC Ashdod,4150000,29
08/01/2013,FC Ashdod,4150000,29
09/01/2013,FC Ashdod,4150000,29
10/01/2013,FC Ashdod,4150000,29
11/01/2013,FC Ashdod,4150000,29
12/01/2013,FC Ashdod,4150000,29
13/01/2013,FC Ashdod,4150000,29
14/01/2013,FC Ashdod,4150000,29
15/01/2013,FC Ashdod,4150000,30
16/01/2013,FC Ashdod,4150000,30
17/01/2013,FC Ashdod,4150000,30
18/01/2013,FC Ashdod,4150000,30
19/01/2013,FC Ashdod,4150000,30
20/01/2013,FC Ashdod,4150000,30
21/01/2013,FC Ashdod,4150000,30
22/01/2013,FC Ashdod,4150000,30
23/01/2013,FC Ashdod,4150000,30
24/01/2013,FC Ashdod,4150000,30
25/01/2013,FC Ashdod,4150000,30
26/01/2013,FC Ashdod,4150000,30
27/01/2013,FC Ashdod,4150000,30
28/01/2013,FC Ashdod,4150000,30
29/01/2013,FC Ashdod,4150000,30
30/01/2013,FC Ashdod,4150000,30
31/01/2013,FC Ashdod,4150000,30
01/02/2013,FC Ashdod,5150000,32
02/02/2013,FC Ashdod,5150000,32
03/02/2013,FC Ashdod,5150000,32
04/02/2013,FC Ashdod,5150000,32
05/02/2013,FC Ashdod,5150000,32
06/02/2013,FC Ashdod,5150000,32
07/02/2013,FC Ashdod,5150000,32
08/02/2013,FC Ashdod,5150000,32
09/02/2013,FC Ashdod,5150000,32
10/02/2013,FC Ashdod,5150000,32
11/02/2013,FC Ashdod,5150000,32
12/02/2013,FC Ashdod,5150000,32
13/02/2013,FC Ashdod,5150000,32
14/02/2013,FC Ashdod,5150000,32
15/02/2013,FC Ashdod,5150000,32
16/02/2013,FC Ashdod,5150000,32
17/02/2013,FC Ashdod,5150000,32
18/02/2013,FC Ashdod,5150000,32
19/02/2013,FC Ashdod,5150000,32
20/02/2013,FC Ashdod,5150000,32
21/02/2013,FC Ashdod,5150000,32
22/02/2013,FC Ashdod,5150000,32
23/02/2013,FC Ashdod,5150000,32
24/02/2013,FC Ashdod,5150000,32
25/02/2013,FC Ashdod,5150000,32
26/02/2013,FC Ashdod,5150000,32
27/02/2013,FC Ashdod,5150000,32
28/02/2013,FC Ashdod,5150000,32
01/03/2013,FC Ashdod,5550000,32
02/03/2013,FC Ashdod,5550000,32
03/03/2013,FC Ashdod,5550000,32
04/03/2013,FC Ashdod,5550000,32
05/03/2013,FC Ashdod,5550000,32
06/03/2013,FC Ashdod,5550000,32
07/03/2013,FC Ashdod,5550000,32
08/03/2013,FC Ashdod,5550000,32
09/03/2013,FC Ashdod,5550000,32
10/03/2013,FC Ashdod,5550000,32
11/03/2013,FC Ashdod,5550000,32
12/03/2013,FC Ashdod,5550000,32
13/03/2013,FC Ashdod,5550000,32
14/03/2013,FC Ashdod,5550000,32
15/03/2013,FC Ashdod,5550000,32
16/03/2013,FC Ashdod,5550000,32
17/03/2013,FC Ashdod,5550000,32
18/03/2013,FC Ashdod,5550000,32
19/03/2013,FC Ashdod,5550000,32
20/03/2013,FC Ashdod,5550000,32
21/03/2013,FC Ashdod,5550000,32
22/03/2013,FC Ashdod,5550000,32
23/03/2013,FC Ashdod,5550000,32
24/03/2013,FC Ashdod,5550000,32
25/03/2013,FC Ashdod,5550000,32
26/03/2013,FC Ashdod,5550000,32
27/03/2013,FC Ashdod,5550000,32
28/03/2013,FC Ashdod,5550000,32
29/03/2013,FC Ashdod,5550000,32
30/03/2013,FC Ashdod,5550000,32
31/03/2013,FC Ashdod,5550000,32
01/04/2013,FC Ashdod,5550000,32
02/04/2013,FC Ashdod,5550000,32
03/04/2013,FC Ashdod,5550000,32
04/04/2013,FC Ashdod,5550000,32
05/04/2013,FC Ashdod,5550000,32
06/04/2013,FC Ashdod,5550000,32
07/04/2013,FC Ashdod,5550000,32
08/04/2013,FC Ashdod,5550000,32
09/04/2013,FC Ashdod,5550000,32
10/04/2013,FC Ashdod,5550000,32
11/04/2013,FC Ashdod,5550000,32
12/04/2013,FC Ashdod,5550000,32
13/04/2013,FC Ashdod,5550000,32
14/04/2013,FC Ashdod,5550000,32
15/04/2013,FC Ashdod,5550000,32
16/04/2013,FC Ashdod,5550000,32
17/04/2013,FC Ashdod,5550000,32
18/04/2013,FC Ashdod,5550000,32
19/04/2013,FC Ashdod,5550000,32
20/04/2013,FC Ashdod,5550000,32
21/04/2013,FC Ashdod,5550000,32
22/04/2013,FC Ashdod,5550000,32
23/04/2013,FC Ashdod,5550000,32
24/04/2013,FC Ashdod,5550000,32
25/04/2013,FC Ashdod,5550000,32
26/04/2013,FC Ashdod,5550000,32
27/04/2013,FC Ashdod,5550000,32
28/04/2013,FC Ashdod,5550000,32
29/04/2013,FC Ashdod,5550000,32
30/04/2013,FC Ashdod,5550000,32
01/05/2013,FC Ashdod,5550000,32
02/05/2013,FC Ashdod,5550000,32
03/05/2013,FC Ashdod,5550000,32
04/05/2013,FC Ashdod,5550000,32
05/05/2013,FC Ashdod,5550000,32
06/05/2013,FC Ashdod,5550000,32
07/05/2013,FC Ashdod,5550000,32
08/05/2013,FC Ashdod,5550000,32
09/05/2013,FC Ashdod,5550000,32
10/05/2013,FC Ashdod,5550000,32
11/05/2013,FC Ashdod,5550000,32
12/05/2013,FC Ashdod,5550000,32
13/05/2013,FC Ashdod,5550000,32
14/05/2013,FC Ashdod,5550000,32
15/05/2013,FC Ashdod,5550000,32
16/05/2013,FC Ashdod,5550000,32
17/05/2013,FC Ashdod,5550000,32
18/05/2013,FC Ashdod,5550000,32
19/05/2013,FC Ashdod,5550000,32
20/05/2013,FC Ashdod,5550000,32
21/05/2013,FC Ashdod,5550000,32
22/05/2013,FC Ashdod,5550000,32
23/05/2013,FC Ashdod,5550000,32
24/05/2013,FC Ashdod,5550000,32
25/05/2013,FC Ashdod,5550000,32
26/05/2013,FC Ashdod,5550000,32
27/05/2013,FC Ashdod,5550000,32
28/05/2013,FC Ashdod,5550000,32
29/05/2013,FC Ashdod,5550000,32
30/05/2013,FC Ashdod,5550000,32
31/05/2013,FC Ashdod,5550000,32
01/06/2013,FC Ashdod,5550000,32
02/06/2013,FC Ashdod,5550000,32
03/06/2013,FC Ashdod,5550000,32
04/06/2013,FC Ashdod,5550000,32
05/06/2013,FC Ashdod,5550000,32
06/06/2013,FC Ashdod,5550000,32
07/06/2013,FC Ashdod,5550000,32
08/06/2013,FC Ashdod,5550000,32
09/06/2013,FC Ashdod,5550000,32
10/06/2013,FC Ashdod,5550000,32
11/06/2013,FC Ashdod,5550000,32
12/06/2013,FC Ashdod,5550000,32
13/06/2013,FC Ashdod,5550000,32
14/06/2013,FC Ashdod,5550000,32
15/06/2013,FC Ashdod,5550000,32
16/06/2013,FC Ashdod,5550000,32
17/06/2013,FC Ashdod,5550000,32
18/06/2013,FC Ashdod,5550000,32
19/06/2013,FC Ashdod,5550000,32
20/06/2013,FC Ashdod,5550000,32
21/06/2013,FC Ashdod,5550000,32
