,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
596,2015-01-10,18:30,2014,Regular Season,17,Hapoel Acre,Acre,Hapoel Petah Tikva,Petah Tikva,Alon Yefet,1000.0,1,1,0,0,1,14,12,13,15,Hapoel Acre,14,13,False,False,False,True,False,False,False,False,0,0,0,1,0,13,,,0,16,,,Acre Municipal,5500.0,0.18181818181818182,6.907755278982137,8.612503371220562,2011,4,16,Acre Municipal,HaMoshava,91.473813777022,2014 - Regular Season - 17 - Hapoel Acre,2014 - Regular Season - 17 - Hapoel Petah Tikva,5,Saturday
597,2015-01-10,19:45,2014,Regular Season,17,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Menashe Masiah,3500.0,3,3,0,0,1,7,20,4,22,FC Ashdod,6,4,False,False,False,False,True,False,False,False,0,0,0,1,0,21,,,0,23,,,Yud-Alef,7800.0,0.44871794871794873,8.160518247477505,8.961879012677683,1966,49,2401,Yud-Alef,Teddy,51.78822460754719,2014 - Regular Season - 17 - FC Ashdod,2014 - Regular Season - 17 - Beitar Jerusalem,5,Saturday
598,2015-01-11,20:55,2014,Regular Season,17,Maccabi Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Daniel Bar Natan,28988.0,0,1,0,1,0,6,20,2,36,Maccabi Haifa,8,2,False,False,False,False,False,True,False,False,0,0,0,1,0,20,,,0,39,,,Sammy Ofer,30858.0,0.9393998314861625,10.274637230229173,10.337151315002972,2014,1,1,Sammy Ofer,Bloomfield,83.34157294325398,2014 - Regular Season - 17 - Maccabi Haifa,2014 - Regular Season - 17 - Maccabi Tel Aviv,6,Sunday
599,2015-01-17,18:00,2014,Regular Season,18,Hapoel Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Roi Reinshreiber,3000.0,1,2,0,1,0,8,21,2,38,Hapoel Haifa,9,1,False,False,False,True,False,False,False,False,0,0,0,1,0,21,,,0,41,,,Sammy Ofer,30858.0,0.09721952167995333,8.006367567650246,10.337151315002972,2014,1,1,Sammy Ofer,Kiryat Shmona Municipal,74.01608129373125,2014 - Regular Season - 18 - Hapoel Haifa,2014 - Regular Season - 18 - Ironi Kiryat Shmona,5,Saturday
600,2015-01-17,18:30,2014,Regular Season,18,Hapoel Petah Tikva,Petah Tikva,FC Ashdod,Ashdod,Zvika Levi,1500.0,1,2,0,1,0,13,16,7,21,Hapoel Petah Tikva,13,5,False,False,False,True,False,False,False,False,0,0,0,1,0,16,,,0,24,,,HaMoshava,11500.0,0.13043478260869565,7.313220387090301,9.350102314351341,2011,4,16,HaMoshava,Yud-Alef,38.511796697791986,2014 - Regular Season - 18 - Hapoel Petah Tikva,2014 - Regular Season - 18 - FC Ashdod,5,Saturday
601,2015-01-17,19:15,2014,Regular Season,18,Hapoel Beer Sheva,Beer Sheva,Maccabi Petah Tikva,Petah Tikva,Menashe Masiah,0.0,1,0,1,0,0,3,32,5,23,Maccabi Petah Tikva,3,6,False,False,False,False,True,False,False,False,0,0,0,1,0,35,,,0,23,,,Vasermil,13000.0,0.0,0.0,9.472704636443673,1959,56,3136,Vasermil,HaMoshava,94.62492556218197,2014 - Regular Season - 18 - Hapoel Beer Sheva,2014 - Regular Season - 18 - Maccabi Petah Tikva,5,Saturday
602,2015-01-17,20:00,2014,Regular Season,18,Maccabi Tel Aviv,Tel Aviv,Hapoel Acre,Acre,Eli Hacmon,11500.0,3,0,1,0,0,1,39,14,13,Hapoel Acre,2,14,False,False,False,False,False,True,False,False,0,0,0,1,0,42,,,0,13,,,Bloomfield,29400.0,0.391156462585034,9.350102314351341,10.288749953326773,1962,53,2809,Bloomfield,Acre Municipal,99.72142354047082,2014 - Regular Season - 18 - Maccabi Tel Aviv,2014 - Regular Season - 18 - Hapoel Acre,5,Saturday
603,2015-01-18,20:15,2014,Regular Season,18,Hapoel Raanana,Raanana,Maccabi Haifa,Haifa,Oren Siminyan,2000.0,1,0,1,0,0,11,18,9,20,Hapoel Raanana,7,10,False,False,False,False,False,True,False,False,0,0,0,1,0,21,,,0,20,,,Netanya,13800.0,0.14492753623188406,7.600902459542082,9.532423871145296,2012,3,9,Netanya,Sammy Ofer,55.00741285608684,2014 - Regular Season - 18 - Hapoel Raanana,2014 - Regular Season - 18 - Maccabi Haifa,6,Sunday
604,2015-01-19,19:30,2014,Regular Season,18,Ihud Bnei Sakhnin,Sakhnin,Maccabi Netanya,Netanya,Liran Wachsberger,2000.0,0,2,0,1,0,10,19,12,18,Maccabi Netanya,12,8,False,False,False,False,True,False,False,False,0,0,0,0,0,19,,,1,21,,,Doha,8500.0,0.23529411764705882,7.600902459542082,9.047821442478408,2006,9,81,Doha,Netanya,76.03997589403676,2014 - Regular Season - 18 - Ihud Bnei Sakhnin,2014 - Regular Season - 18 - Maccabi Netanya,0,Monday
605,2015-01-19,20:55,2014,Regular Season,18,Beitar Jerusalem,Jerusalem,Hapoel Tel Aviv,Tel Aviv,Eitan Shmuelevic,23000.0,1,1,0,0,1,4,23,6,22,Hapoel Tel Aviv,4,11,False,False,False,False,False,True,False,False,0,0,0,1,0,24,,,0,23,,,Teddy,31733.0,0.7247975293858129,10.043249494911286,10.365112427854497,1990,25,625,Teddy,Bloomfield,52.53896813753319,2014 - Regular Season - 18 - Beitar Jerusalem,2014 - Regular Season - 18 - Hapoel Tel Aviv,0,Monday
606,2015-01-24,17:00,2014,Regular Season,19,Hapoel Tel Aviv,Tel Aviv,Hapoel Petah Tikva,Petah Tikva,Ziv Adler,7465.0,0,0,0,0,1,6,23,13,16,Hapoel Petah Tikva,11,13,False,False,True,False,False,False,False,False,0,0,0,1,0,24,,,0,17,,,Bloomfield,29400.0,0.25391156462585035,8.91798070997329,10.288749953326773,1962,53,2809,Bloomfield,HaMoshava,11.407364209149236,2014 - Regular Season - 19 - Hapoel Tel Aviv,2014 - Regular Season - 19 - Hapoel Petah Tikva,5,Saturday
607,2015-01-24,17:30,2014,Regular Season,19,FC Ashdod,Ashdod,Maccabi Tel Aviv,Tel Aviv,Liran Wachsberger,2400.0,0,1,0,1,0,5,24,1,42,FC Ashdod,6,1,False,False,True,False,False,False,False,False,0,0,0,1,0,24,,,0,45,,,Yud-Alef,7800.0,0.3076923076923077,7.783224016336037,8.961879012677683,1966,49,2401,Yud-Alef,Bloomfield,28.811916682556806,2014 - Regular Season - 19 - FC Ashdod,2014 - Regular Season - 19 - Maccabi Tel Aviv,5,Saturday
608,2015-01-24,18:00,2014,Regular Season,19,Hapoel Acre,Acre,Hapoel Raanana,Raanana,Erez Papir,1000.0,0,2,0,1,0,14,13,8,21,Hapoel Acre,14,5,False,False,False,True,False,False,False,False,0,0,0,1,0,13,,,0,24,,,Acre Municipal,5500.0,0.18181818181818182,6.907755278982137,8.612503371220562,2011,4,16,Acre Municipal,Netanya,71.12792448890106,2014 - Regular Season - 19 - Hapoel Acre,2014 - Regular Season - 19 - Hapoel Raanana,5,Saturday
609,2015-01-24,18:30,2014,Regular Season,19,Maccabi Petah Tikva,Petah Tikva,Hapoel Haifa,Haifa,Eitan Shmuelevic,1600.0,0,0,0,0,1,7,23,10,21,Hapoel Haifa,7,10,False,False,False,True,False,False,False,False,0,0,0,1,0,24,,,0,22,,,HaMoshava,11500.0,0.1391304347826087,7.3777589082278725,9.350102314351341,2011,4,16,HaMoshava,Sammy Ofer,75.84154503558618,2014 - Regular Season - 19 - Maccabi Petah Tikva,2014 - Regular Season - 19 - Hapoel Haifa,5,Saturday
610,2015-01-24,20:00,2014,Regular Season,19,Maccabi Haifa,Haifa,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,27000.0,1,0,1,0,0,11,20,3,35,Maccabi Haifa,9,3,False,False,False,False,False,True,False,False,0,0,0,1,0,23,,,0,35,,,Sammy Ofer,30858.0,0.8749756951195801,10.203592144986466,10.337151315002972,2014,1,1,Sammy Ofer,Vasermil,170.42576143287098,2014 - Regular Season - 19 - Maccabi Haifa,2014 - Regular Season - 19 - Hapoel Beer Sheva,5,Saturday
611,2015-01-25,20:55,2014,Regular Season,19,Ironi Kiryat Shmona,Kiryat Shmona,Ihud Bnei Sakhnin,Sakhnin,Alon Yefet,1000.0,1,1,0,0,1,2,41,12,19,Ihud Bnei Sakhnin,2,12,False,False,False,False,False,True,False,False,0,0,0,1,0,42,,,0,20,,,Kiryat Shmona Municipal,5300.0,0.18867924528301888,6.907755278982137,8.575462099540212,1989,26,676,Kiryat Shmona Municipal,Doha,45.24673360913343,2014 - Regular Season - 19 - Ironi Kiryat Shmona,2014 - Regular Season - 19 - Ihud Bnei Sakhnin,6,Sunday
612,2015-01-26,20:15,2014,Regular Season,19,Maccabi Netanya,Netanya,Beitar Jerusalem,Jerusalem,Guy Berger,9700.0,2,0,1,0,0,9,21,4,24,Maccabi Netanya,8,4,False,False,False,False,False,True,False,False,0,0,0,1,1,24,,,0,24,,,Netanya,13800.0,0.7028985507246377,9.179881164491475,9.532423871145296,2012,3,9,Netanya,Teddy,67.68303794070863,2014 - Regular Season - 19 - Maccabi Netanya,2014 - Regular Season - 19 - Beitar Jerusalem,0,Monday
613,2015-01-31,17:00,2014,Regular Season,20,Maccabi Haifa,Haifa,Maccabi Petah Tikva,Petah Tikva,Alon Yefet,15000.0,0,1,0,1,0,10,23,8,24,Maccabi Haifa,9,6,False,False,True,False,False,False,False,False,0,0,0,1,0,23,,,0,27,,,Sammy Ofer,30858.0,0.4860976083997667,9.615805480084347,10.337151315002972,2014,1,1,Sammy Ofer,HaMoshava,75.84154503558618,2014 - Regular Season - 20 - Maccabi Haifa,2014 - Regular Season - 20 - Maccabi Petah Tikva,5,Saturday
614,2015-01-31,18:00,2014,Regular Season,20,Ihud Bnei Sakhnin,Sakhnin,Hapoel Haifa,Haifa,Liran Liany,1500.0,2,0,1,0,0,12,20,11,22,Ihud Bnei Sakhnin,10,11,False,False,False,True,False,False,False,False,0,0,0,1,0,23,,,0,22,,,Doha,8500.0,0.17647058823529413,7.313220387090301,9.047821442478408,2006,9,81,Doha,Sammy Ofer,33.654959093171044,2014 - Regular Season - 20 - Ihud Bnei Sakhnin,2014 - Regular Season - 20 - Hapoel Haifa,5,Saturday
615,2015-01-31,18:30,2014,Regular Season,20,Hapoel Petah Tikva,Petah Tikva,Maccabi Netanya,Netanya,Menashe Masiah,4200.0,1,1,0,0,1,13,17,9,24,Hapoel Petah Tikva,13,7,False,False,False,True,False,False,False,False,0,0,0,1,0,18,,,1,25,,,HaMoshava,11500.0,0.3652173913043478,8.34283980427146,9.350102314351341,2011,4,16,HaMoshava,Netanya,21.068620422647992,2014 - Regular Season - 20 - Hapoel Petah Tikva,2014 - Regular Season - 20 - Maccabi Netanya,5,Saturday
616,2015-01-31,19:20,2014,Regular Season,20,Hapoel Beer Sheva,Beer Sheva,Hapoel Acre,Acre,Ziv Adler,5050.0,3,0,1,0,0,3,35,14,13,Hapoel Acre,3,14,False,False,False,False,True,False,False,False,0,0,0,1,0,38,,,0,13,,,Vasermil,13000.0,0.38846153846153847,8.527143522269405,9.472704636443673,1959,56,3136,Vasermil,Acre Municipal,185.59049377316828,2014 - Regular Season - 20 - Hapoel Beer Sheva,2014 - Regular Season - 20 - Hapoel Acre,5,Saturday
617,2015-02-01,20:15,2014,Regular Season,20,Beitar Jerusalem,Jerusalem,Ironi Kiryat Shmona,Kiryat Shmona,Liran Wachsberger,0.0,3,1,1,0,0,4,24,2,42,Beitar Jerusalem,4,2,False,False,False,False,False,True,False,False,0,0,0,1,0,27,,,0,42,,,Teddy,31733.0,0.0,0.0,10.365112427854497,1990,25,625,Teddy,Kiryat Shmona Municipal,165.58462476147065,2014 - Regular Season - 20 - Beitar Jerusalem,2014 - Regular Season - 20 - Ironi Kiryat Shmona,6,Sunday
618,2015-02-02,19:00,2014,Regular Season,20,Hapoel Raanana,Raanana,FC Ashdod,Ashdod,Roi Reinshreiber,200.0,2,0,1,0,0,5,24,6,24,FC Ashdod,5,8,False,False,False,False,True,False,False,False,0,0,0,0,0,27,,,0,24,,,Netanya,13800.0,0.014492753623188406,5.298317366548036,9.532423871145296,2012,3,9,Netanya,Yud-Alef,57.423522530876554,2014 - Regular Season - 20 - Hapoel Raanana,2014 - Regular Season - 20 - FC Ashdod,0,Monday
619,2015-02-02,20:55,2014,Regular Season,20,Maccabi Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Eli Hacmon,13500.0,2,0,1,0,0,1,45,7,24,Hapoel Tel Aviv,1,12,False,False,False,False,False,True,False,False,1,0,0,1,0,48,,,0,24,,,Bloomfield,29400.0,0.45918367346938777,9.51044496442652,10.288749953326773,1962,53,2809,Bloomfield,Bloomfield,0.0,2014 - Regular Season - 20 - Maccabi Tel Aviv,2014 - Regular Season - 20 - Hapoel Tel Aviv,0,Monday
620,2015-02-07,17:00,2014,Regular Season,21,Hapoel Tel Aviv,Tel Aviv,Hapoel Raanana,Raanana,Daniel Bar Natan,6754.0,2,1,1,0,0,9,24,5,27,Hapoel Tel Aviv,10,6,False,False,True,False,False,False,False,False,0,0,0,1,0,27,,,0,27,,,Bloomfield,29400.0,0.22972789115646258,8.817890200945513,10.288749953326773,1962,53,2809,Bloomfield,Netanya,28.62028018889023,2014 - Regular Season - 21 - Hapoel Tel Aviv,2014 - Regular Season - 21 - Hapoel Raanana,5,Saturday
621,2015-02-07,18:00,2014,Regular Season,21,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Petah Tikva,Petah Tikva,Gal Leibovitz,2700.0,3,2,1,0,0,2,42,13,18,Hapoel Petah Tikva,2,13,False,False,False,True,False,False,False,False,0,0,0,1,0,45,,,0,18,,,Kiryat Shmona Municipal,5300.0,0.5094339622641509,7.90100705199242,8.575462099540212,1989,26,676,Kiryat Shmona Municipal,HaMoshava,139.3706366673129,2014 - Regular Season - 21 - Ironi Kiryat Shmona,2014 - Regular Season - 21 - Hapoel Petah Tikva,5,Saturday
622,2015-02-07,18:30,2014,Regular Season,21,Maccabi Petah Tikva,Petah Tikva,Ihud Bnei Sakhnin,Sakhnin,Zvika Levi,2000.0,2,0,1,0,0,6,27,11,23,Ihud Bnei Sakhnin,5,11,False,False,False,True,False,False,False,False,0,0,0,1,0,30,,,0,23,,,HaMoshava,11500.0,0.17391304347826086,7.600902459542082,9.350102314351341,2011,4,16,HaMoshava,Doha,94.3286993494961,2014 - Regular Season - 21 - Maccabi Petah Tikva,2014 - Regular Season - 21 - Ihud Bnei Sakhnin,5,Saturday
623,2015-02-07,18:30,2014,Regular Season,21,FC Ashdod,Ashdod,Hapoel Beer Sheva,Beer Sheva,Guy Berger,4100.0,2,2,0,0,1,8,24,3,38,FC Ashdod,8,3,False,False,False,True,False,False,False,False,0,0,0,1,0,25,,,0,39,,,Yud-Alef,7800.0,0.5256410256410257,8.318742252692399,8.961879012677683,1966,49,2401,Yud-Alef,Vasermil,63.08363423432351,2014 - Regular Season - 21 - FC Ashdod,2014 - Regular Season - 21 - Hapoel Beer Sheva,5,Saturday
624,2015-02-07,19:20,2014,Regular Season,21,Hapoel Acre,Acre,Maccabi Haifa,Haifa,Liran Wachsberger,5000.0,0,0,0,0,1,14,13,10,23,Hapoel Acre,14,9,False,False,False,False,True,False,False,False,0,0,0,1,0,14,,,0,24,,,Acre Municipal,5500.0,0.9090909090909091,8.517193191416238,8.612503371220562,2011,4,16,Acre Municipal,Sammy Ofer,17.86524609456124,2014 - Regular Season - 21 - Hapoel Acre,2014 - Regular Season - 21 - Maccabi Haifa,5,Saturday
625,2015-02-08,20:55,2014,Regular Season,21,Maccabi Netanya,Netanya,Maccabi Tel Aviv,Tel Aviv,Orel Grinfeld,13500.0,3,3,0,0,1,7,25,1,48,Maccabi Netanya,7,1,False,False,False,False,False,True,False,False,0,0,0,1,1,26,,,0,49,,,Netanya,13800.0,0.9782608695652174,9.51044496442652,9.532423871145296,2012,3,9,Netanya,Bloomfield,28.62028018889023,2014 - Regular Season - 21 - Maccabi Netanya,2014 - Regular Season - 21 - Maccabi Tel Aviv,6,Sunday
626,2015-02-09,20:15,2014,Regular Season,21,Hapoel Haifa,Haifa,Beitar Jerusalem,Jerusalem,Alon Yefet,6000.0,3,4,0,1,0,12,22,4,27,Hapoel Haifa,12,4,False,False,False,False,False,True,False,False,0,0,0,1,0,22,,,0,30,,,Sammy Ofer,30858.0,0.19443904335990667,8.699514748210191,10.337151315002972,2014,1,1,Sammy Ofer,Teddy,116.4007000708512,2014 - Regular Season - 21 - Hapoel Haifa,2014 - Regular Season - 21 - Beitar Jerusalem,0,Monday
627,2015-02-14,17:30,2014,Regular Season,22,Maccabi Haifa,Haifa,FC Ashdod,Ashdod,Ziv Adler,6100.0,5,0,1,0,0,10,24,9,25,Maccabi Haifa,7,10,False,False,True,False,False,False,False,False,0,0,0,1,0,27,,,0,25,,,Bloomfield,29400.0,0.20748299319727892,8.716044050161402,10.288749953326773,1962,53,2809,Sammy Ofer,Yud-Alef,111.91424626881171,2014 - Regular Season - 22 - Maccabi Haifa,2014 - Regular Season - 22 - FC Ashdod,5,Saturday
628,2015-02-14,18:00,2014,Regular Season,22,Hapoel Acre,Acre,Maccabi Petah Tikva,Petah Tikva,Orel Grinfeld,1000.0,0,2,0,1,0,14,14,5,30,Hapoel Acre,14,4,False,False,False,True,False,False,False,False,0,0,0,1,0,14,,,0,33,,,Acre Municipal,5500.0,0.18181818181818182,6.907755278982137,8.612503371220562,2011,4,16,Acre Municipal,HaMoshava,91.473813777022,2014 - Regular Season - 22 - Hapoel Acre,2014 - Regular Season - 22 - Maccabi Petah Tikva,5,Saturday
629,2015-02-14,18:00,2014,Regular Season,22,Hapoel Petah Tikva,Petah Tikva,Hapoel Haifa,Haifa,Eli Hacmon,3000.0,2,1,1,0,0,13,18,12,22,Hapoel Petah Tikva,13,12,False,False,False,True,False,False,False,False,0,0,0,1,0,21,,,0,22,,,HaMoshava,11500.0,0.2608695652173913,8.006367567650246,9.350102314351341,2011,4,16,HaMoshava,Sammy Ofer,75.84154503558618,2014 - Regular Season - 22 - Hapoel Petah Tikva,2014 - Regular Season - 22 - Hapoel Haifa,5,Saturday
630,2015-02-14,19:00,2014,Regular Season,22,Hapoel Raanana,Raanana,Maccabi Netanya,Netanya,Gal Leibovitz,1500.0,2,1,1,0,0,6,27,8,26,Maccabi Netanya,6,9,False,False,False,False,True,False,False,False,0,0,0,1,0,30,,,1,26,,,Netanya,13800.0,0.10869565217391304,7.313220387090301,9.532423871145296,2012,3,9,Netanya,Netanya,0.0,2014 - Regular Season - 22 - Hapoel Raanana,2014 - Regular Season - 22 - Maccabi Netanya,5,Saturday
631,2015-02-14,19:20,2014,Regular Season,22,Hapoel Beer Sheva,Beer Sheva,Hapoel Tel Aviv,Tel Aviv,Liran Liany,6500.0,1,0,1,0,0,3,39,7,27,Hapoel Tel Aviv,3,11,False,False,False,False,True,False,False,False,0,0,0,1,0,42,,,0,27,,,Vasermil,13000.0,0.5,8.779557455883728,9.472704636443673,1959,56,3136,Vasermil,Bloomfield,88.50381648793554,2014 - Regular Season - 22 - Hapoel Beer Sheva,2014 - Regular Season - 22 - Hapoel Tel Aviv,5,Saturday
632,2015-02-15,20:15,2014,Regular Season,22,Beitar Jerusalem,Jerusalem,Ihud Bnei Sakhnin,Sakhnin,Menashe Masiah,0.0,1,2,0,1,0,4,30,11,23,Ihud Bnei Sakhnin,5,8,False,False,False,False,False,True,False,False,0,0,0,1,0,30,,,0,26,,,Teddy,31733.0,0.0,0.0,10.365112427854497,1990,25,625,Teddy,Doha,124.2265572489955,2014 - Regular Season - 22 - Beitar Jerusalem,2014 - Regular Season - 22 - Ihud Bnei Sakhnin,6,Sunday
633,2015-02-16,20:55,2014,Regular Season,22,Maccabi Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Alon Yefet,13710.0,1,1,0,0,1,1,49,2,45,Ironi Kiryat Shmona,1,2,False,False,False,False,False,True,False,False,0,0,0,1,0,50,,,0,46,,,Bloomfield,29400.0,0.4663265306122449,9.52588077255636,10.288749953326773,1962,53,2809,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,2014 - Regular Season - 22 - Maccabi Tel Aviv,2014 - Regular Season - 22 - Ironi Kiryat Shmona,0,Monday
634,2015-02-21,17:00,2014,Regular Season,23,Maccabi Netanya,Netanya,Hapoel Beer Sheva,Beer Sheva,Daniel Bar Natan,7000.0,4,2,1,0,0,10,26,3,42,Maccabi Netanya,7,3,False,False,True,False,False,False,False,False,0,0,0,1,1,29,,,0,42,,,Netanya,13800.0,0.5072463768115942,8.85366542803745,9.532423871145296,2012,3,9,Netanya,Vasermil,115.63415738191166,2014 - Regular Season - 23 - Maccabi Netanya,2014 - Regular Season - 23 - Hapoel Beer Sheva,5,Saturday
635,2015-02-21,18:00,2014,Regular Season,23,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Raanana,Raanana,Zvika Levi,1800.0,1,1,0,0,1,2,46,6,30,Hapoel Raanana,2,6,False,False,False,True,False,False,False,False,0,0,0,1,0,47,,,0,31,,,Kiryat Shmona Municipal,5300.0,0.33962264150943394,7.495541943884256,8.575462099540212,1989,26,676,Kiryat Shmona Municipal,Netanya,121.28583945619715,2014 - Regular Season - 23 - Ironi Kiryat Shmona,2014 - Regular Season - 23 - Hapoel Raanana,5,Saturday
636,2015-02-21,18:30,2014,Regular Season,23,Ihud Bnei Sakhnin,Sakhnin,Hapoel Petah Tikva,Petah Tikva,Roi Reinshreiber,3000.0,0,0,0,0,1,9,26,13,21,Hapoel Petah Tikva,9,13,False,False,False,True,False,False,False,False,0,0,0,1,0,27,,,0,22,,,Doha,8500.0,0.35294117647058826,8.006367567650246,9.047821442478408,2006,9,81,Doha,HaMoshava,94.3286993494961,2014 - Regular Season - 23 - Ihud Bnei Sakhnin,2014 - Regular Season - 23 - Hapoel Petah Tikva,5,Saturday
637,2015-02-21,18:30,2014,Regular Season,23,FC Ashdod,Ashdod,Hapoel Acre,Acre,Oren Siminyan,1000.0,0,0,0,0,1,11,25,14,14,Hapoel Acre,10,14,False,False,False,True,False,False,False,False,0,0,0,1,0,26,,,0,15,,,Yud-Alef,7800.0,0.1282051282051282,6.907755278982137,8.961879012677683,1966,49,2401,Yud-Alef,Acre Municipal,128.47653808705667,2014 - Regular Season - 23 - FC Ashdod,2014 - Regular Season - 23 - Hapoel Acre,5,Saturday
638,2015-02-21,19:20,2014,Regular Season,23,Hapoel Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Ziv Adler,5230.0,2,0,1,0,0,12,22,1,50,Hapoel Haifa,12,1,False,False,False,False,True,False,False,False,0,0,0,1,0,25,,,0,50,,,Sammy Ofer,30858.0,0.16948603279538532,8.56216655705897,10.337151315002972,2014,1,1,Sammy Ofer,Bloomfield,83.34157294325398,2014 - Regular Season - 23 - Hapoel Haifa,2014 - Regular Season - 23 - Maccabi Tel Aviv,5,Saturday
639,2015-02-22,20:30,2014,Regular Season,23,Maccabi Petah Tikva,Petah Tikva,Beitar Jerusalem,Jerusalem,Eli Hacmon,6400.0,1,1,0,0,1,4,33,5,30,Beitar Jerusalem,4,5,False,False,False,False,False,True,False,False,0,0,0,1,0,34,,,0,31,,,HaMoshava,11500.0,0.5565217391304348,8.764053269347762,9.350102314351341,2011,4,16,HaMoshava,Teddy,49.83677550365053,2014 - Regular Season - 23 - Maccabi Petah Tikva,2014 - Regular Season - 23 - Beitar Jerusalem,6,Sunday
640,2015-02-23,20:55,2014,Regular Season,23,Hapoel Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Orel Grinfeld,12000.0,2,2,0,0,1,8,27,7,27,Hapoel Tel Aviv,11,8,False,False,False,False,False,True,False,False,0,0,0,1,0,28,,,0,28,,,Bloomfield,29400.0,0.40816326530612246,9.392661928770137,10.288749953326773,1962,53,2809,Bloomfield,Sammy Ofer,83.34157294325398,2014 - Regular Season - 23 - Hapoel Tel Aviv,2014 - Regular Season - 23 - Maccabi Haifa,0,Monday
641,2015-02-28,17:00,2014,Regular Season,24,Hapoel Acre,Acre,Hapoel Tel Aviv,Tel Aviv,Oren Siminyan,2500.0,1,0,1,0,0,14,15,9,28,Hapoel Acre,14,11,False,False,True,False,False,False,False,False,0,0,0,1,0,18,,,0,28,,,Acre Municipal,5500.0,0.45454545454545453,7.824046010856292,8.612503371220562,2011,4,16,Acre Municipal,Bloomfield,99.72142354047082,2014 - Regular Season - 24 - Hapoel Acre,2014 - Regular Season - 24 - Hapoel Tel Aviv,5,Saturday
642,2015-02-28,18:30,2014,Regular Season,24,FC Ashdod,Ashdod,Maccabi Petah Tikva,Petah Tikva,Roi Reinshreiber,1560.0,0,0,0,0,1,11,26,4,34,FC Ashdod,10,4,False,False,False,True,False,False,False,False,0,0,0,1,0,27,,,0,35,,,Yud-Alef,7800.0,0.2,7.352441100243583,8.961879012677683,1966,49,2401,Yud-Alef,HaMoshava,38.511796697791986,2014 - Regular Season - 24 - FC Ashdod,2014 - Regular Season - 24 - Maccabi Petah Tikva,5,Saturday
643,2015-02-28,18:30,2014,Regular Season,24,Hapoel Raanana,Raanana,Hapoel Haifa,Haifa,Erez Papir,600.0,2,0,1,0,0,6,31,12,25,Hapoel Haifa,6,12,False,False,False,True,False,False,False,False,0,0,0,1,0,34,,,0,25,,,Netanya,13800.0,0.043478260869565216,6.396929655216146,9.532423871145296,2012,3,9,Netanya,Sammy Ofer,55.00741285608684,2014 - Regular Season - 24 - Hapoel Raanana,2014 - Regular Season - 24 - Hapoel Haifa,5,Saturday
644,2015-02-28,19:20,2014,Regular Season,24,Maccabi Tel Aviv,Tel Aviv,Ihud Bnei Sakhnin,Sakhnin,Zvika Levi,10893.0,2,0,1,0,0,1,50,10,27,Ihud Bnei Sakhnin,1,9,False,False,False,False,True,False,False,False,0,0,0,1,0,53,,,0,27,,,Bloomfield,29400.0,0.37051020408163265,9.295875660082446,10.288749953326773,1962,53,2809,Bloomfield,Doha,104.08872372945213,2014 - Regular Season - 24 - Maccabi Tel Aviv,2014 - Regular Season - 24 - Ihud Bnei Sakhnin,5,Saturday
645,2015-02-28,19:30,2014,Regular Season,24,Hapoel Petah Tikva,Petah Tikva,Beitar Jerusalem,Jerusalem,Guy Berger,6800.0,0,1,0,1,0,13,22,5,31,Hapoel Petah Tikva,13,5,False,False,False,False,True,False,False,False,0,0,0,1,0,22,,,0,34,,,HaMoshava,11500.0,0.591304347826087,8.824677891164198,9.350102314351341,2011,4,16,HaMoshava,Teddy,49.83677550365053,2014 - Regular Season - 24 - Hapoel Petah Tikva,2014 - Regular Season - 24 - Beitar Jerusalem,5,Saturday
646,2015-03-01,20:55,2014,Regular Season,24,Hapoel Beer Sheva,Beer Sheva,Ironi Kiryat Shmona,Kiryat Shmona,Orel Grinfeld,7000.0,2,1,1,0,0,3,42,2,47,Hapoel Beer Sheva,3,2,False,False,False,False,False,True,False,False,0,0,0,1,0,45,,,0,47,,,Vasermil,13000.0,0.5384615384615384,8.85366542803745,9.472704636443673,1959,56,3136,Vasermil,Kiryat Shmona Municipal,229.1486580638953,2014 - Regular Season - 24 - Hapoel Beer Sheva,2014 - Regular Season - 24 - Ironi Kiryat Shmona,6,Sunday
