,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
981,17/09/2016,18:00,2016,Regular Season,4,Hapoel Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Menashe Mashiah,7000,3,3,0,0,1,14,1,5,5,Hapoel Tel Aviv,14,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,2,,,0,6,,,HaMoshava,11500,0.608695652,8.853665428,9.350102314,2011,5,25,HaMoshava,Kiryat Shmona Municipal,139.3706367,2016 - Regular Season - 4 - Hapoel Tel Aviv,2016 - Regular Season - 4 - Ironi Kiryat Shmona,5,Saturday
982,17/09/2016,20:00,2016,Regular Season,4,FC Ashdod,Ashdod,Hapoel Haifa,Haifa,Liran Liany,1200,1,3,0,1,0,12,1,10,3,FC Ashdod,12,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,1,,,0,6,,,Yud-Alef,7800,0.153846154,7.090076836,8.961879013,1966,50,2500,Yud-Alef,Sammy Ofer,111.9142463,2016 - Regular Season - 4 - FC Ashdod,2016 - Regular Season - 4 - Hapoel Haifa,5,Saturday
983,17/09/2016,20:10,2016,Regular Season,4,Hapoel Kfar Saba,Kfar Saba,Bnei Yehuda Tel Aviv,Tel Aviv,Orel Grinfeld,1700,0,1,0,1,0,7,4,11,2,Bnei Yehuda Tel Aviv,10,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,4,,,0,5,,,Levita,5800,0.293103448,7.43838353,8.665613197,1986,30,900,Levita,HaMoshava,10.27282112,2016 - Regular Season - 4 - Hapoel Kfar Saba,2016 - Regular Season - 4 - Bnei Yehuda Tel Aviv,5,Saturday
984,17/09/2016,20:10,2016,Regular Season,4,Beitar Jerusalem,Jerusalem,Hapoel Ashkelon,Ashkelon,Ziv Adler,6000,3,0,1,0,0,9,3,4,5,Beitar Jerusalem,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,6,,,1,5,,,Teddy,31733,0.189077616,8.699514748,10.36511243,1990,26,676,Teddy,Sala,59.65627179,2016 - Regular Season - 4 - Beitar Jerusalem,2016 - Regular Season - 4 - Hapoel Ashkelon,5,Saturday
985,18/09/2016,19:00,2016,Regular Season,4,Ihud Bnei Sakhnin,Sakhnin,Maccabi Petah Tikva,Petah Tikva,Zvika Levi,2000,0,1,0,1,0,8,4,3,7,Ihud Bnei Sakhnin,11,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,4,,,0,10,,,Doha,8500,0.235294118,7.60090246,9.047821442,2006,10,100,Doha,HaMoshava,94.32869935,2016 - Regular Season - 4 - Ihud Bnei Sakhnin,2016 - Regular Season - 4 - Maccabi Petah Tikva,6,Sunday
986,18/09/2016,20:15,2016,Regular Season,4,Hapoel Raanana,Raanana,Maccabi Tel Aviv,Tel Aviv,Roi Reinshreiber,3000,0,3,0,1,0,13,1,2,7,Hapoel Raanana,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,1,,,0,10,,,Netanya,13800,0.217391304,8.006367568,9.532423871,2012,4,16,Netanya,Netanya,0,2016 - Regular Season - 4 - Hapoel Raanana,2016 - Regular Season - 4 - Maccabi Tel Aviv,6,Sunday
987,19/09/2016,20:45,2016,Regular Season,4,Maccabi Haifa,Haifa,Hapoel Beer Sheva,Beer Sheva,Eitan Shmuelevic,25630,2,1,1,0,0,6,4,1,7,Maccabi Haifa,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,7,,,0,7,,,Sammy Ofer,30858,0.83057878,10.15151882,10.33715132,2014,2,4,Sammy Ofer,Turner,168.309253,2016 - Regular Season - 4 - Maccabi Haifa,2016 - Regular Season - 4 - Hapoel Beer Sheva,0,Monday
988,24/09/2016,18:00,2016,Regular Season,5,Ironi Kiryat Shmona,Kiryat Shmona,Ihud Bnei Sakhnin,Sakhnin,Ziv Adler,1190,2,2,0,0,1,7,6,11,4,Ihud Bnei Sakhnin,6,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,7,,,0,5,,,Kiryat Shmona Municipal,5300,0.224528302,7.081708586,8.5754621,1989,27,729,Kiryat Shmona Municipal,Doha,45.24673361,2016 - Regular Season - 5 - Ironi Kiryat Shmona,2016 - Regular Season - 5 - Ihud Bnei Sakhnin,5,Saturday
989,24/09/2016,18:00,2016,Regular Season,5,Hapoel Kfar Saba,Kfar Saba,FC Ashdod,Ashdod,Zvika Levi,1520,1,0,1,0,0,10,4,13,1,FC Ashdod,7,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,7,,,1,1,,,Levita,5800,0.262068966,7.326465614,8.665613197,1986,30,900,Levita,Yud-Alef,48.77832044,2016 - Regular Season - 5 - Hapoel Kfar Saba,2016 - Regular Season - 5 - FC Ashdod,5,Saturday
990,24/09/2016,20:00,2016,Regular Season,5,Hapoel Ashkelon,Ashkelon,Hapoel Raanana,Raanana,Idan Layba,1600,0,0,0,0,1,9,5,14,1,Hapoel Raanana,9,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,6,,,0,2,,,Sala,5250,0.304761905,7.377758908,8.565983356,1961,55,3025,Sala,Netanya,75.09862571,2016 - Regular Season - 5 - Hapoel Ashkelon,2016 - Regular Season - 5 - Hapoel Raanana,5,Saturday
991,24/09/2016,20:10,2016,Regular Season,5,Hapoel Haifa,Haifa,Beitar Jerusalem,Jerusalem,Oren Siminyan,6000,4,0,1,0,0,6,6,5,6,Hapoel Haifa,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,9,,,0,6,,,Sammy Ofer,30858,0.194439043,8.699514748,10.33715132,2014,2,4,Sammy Ofer,Teddy,116.4007001,2016 - Regular Season - 5 - Hapoel Haifa,2016 - Regular Season - 5 - Beitar Jerusalem,5,Saturday
992,25/09/2016,20:00,2016,Regular Season,5,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Beer Sheva,Beer Sheva,Shalom Ben Avraham,3700,0,3,0,1,0,8,5,3,7,Bnei Yehuda Tel Aviv,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,5,,,0,10,,,HaMoshava,11500,0.32173913,8.216088099,9.350102314,2011,5,25,HaMoshava,Turner,92.49370356,2016 - Regular Season - 5 - Bnei Yehuda Tel Aviv,2016 - Regular Season - 5 - Hapoel Beer Sheva,6,Sunday
993,25/09/2016,21:00,2016,Regular Season,5,Maccabi Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Eli Hacmon,12225,5,0,1,0,0,1,10,12,2,Hapoel Tel Aviv,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,13,,,0,2,,,Netanya,13800,0.885869565,9.411238314,9.532423871,2012,4,16,Netanya,HaMoshava,21.06862042,2016 - Regular Season - 5 - Maccabi Tel Aviv,2016 - Regular Season - 5 - Hapoel Tel Aviv,6,Sunday
994,26/09/2016,20:30,2016,Regular Season,5,Maccabi Petah Tikva,Petah Tikva,Maccabi Haifa,Haifa,Roi Reinshreiber,8000,2,2,0,0,1,2,10,4,7,Maccabi Haifa,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,11,,,0,8,,,HaMoshava,11500,0.695652174,8.987196821,9.350102314,2011,5,25,HaMoshava,Sammy Ofer,75.84154504,2016 - Regular Season - 5 - Maccabi Petah Tikva,2016 - Regular Season - 5 - Maccabi Haifa,0,Monday
995,21/09/2016,21:00,2016,Regular Season,6,Ihud Bnei Sakhnin,Sakhnin,Maccabi Tel Aviv,Tel Aviv,Menashe Mashiah,2800,0,3,0,1,0,10,5,1,13,Ihud Bnei Sakhnin,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,5,,,0,16,,,Doha,8500,0.329411765,7.937374696,9.047821442,2006,10,100,Doha,Netanya,76.03997589,2016 - Regular Season - 6 - Ihud Bnei Sakhnin,2016 - Regular Season - 6 - Maccabi Tel Aviv,2,Wednesday
996,01/10/2016,18:00,2016,Regular Season,6,Hapoel Raanana,Raanana,Hapoel Haifa,Haifa,Gal Leibovitz,1500,2,0,1,0,0,12,2,4,9,Hapoel Raanana,11,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,5,,,0,9,,,Netanya,13800,0.108695652,7.313220387,9.532423871,2012,4,16,Netanya,Sammy Ofer,55.00741286,2016 - Regular Season - 6 - Hapoel Raanana,2016 - Regular Season - 6 - Hapoel Haifa,5,Saturday
997,01/10/2016,18:00,2016,Regular Season,6,Maccabi Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Shalom Ben Avraham,25500,0,0,0,0,1,5,8,6,7,Ironi Kiryat Shmona,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,9,,,0,8,,,Sammy Ofer,30858,0.826365934,10.14643373,10.33715132,2014,2,4,Sammy Ofer,Kiryat Shmona Municipal,74.01608129,2016 - Regular Season - 6 - Maccabi Haifa,2016 - Regular Season - 6 - Ironi Kiryat Shmona,5,Saturday
998,01/10/2016,20:00,2016,Regular Season,6,Hapoel Tel Aviv,Tel Aviv,Hapoel Ashkelon,Ashkelon,Ziv Adler,7000,2,0,1,0,0,13,2,9,6,Hapoel Tel Aviv,14,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,5,,,1,6,,,HaMoshava,11500,0.608695652,8.853665428,9.350102314,2011,5,25,HaMoshava,Sala,56.13261696,2016 - Regular Season - 6 - Hapoel Tel Aviv,2016 - Regular Season - 6 - Hapoel Ashkelon,5,Saturday
999,01/10/2016,20:10,2016,Regular Season,6,FC Ashdod,Ashdod,Bnei Yehuda Tel Aviv,Tel Aviv,Igal Frid,1500,2,2,0,0,1,14,1,11,5,FC Ashdod,13,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,2,,,0,6,,,Yud-Alef,7800,0.192307692,7.313220387,8.961879013,1966,50,2500,Yud-Alef,HaMoshava,38.5117967,2016 - Regular Season - 6 - FC Ashdod,2016 - Regular Season - 6 - Bnei Yehuda Tel Aviv,5,Saturday
1000,01/10/2016,20:10,2016,Regular Season,6,Beitar Jerusalem,Jerusalem,Hapoel Kfar Saba,Kfar Saba,Idan Layba,6000,1,0,1,0,0,8,6,7,7,Beitar Jerusalem,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,9,,,0,7,,,Teddy,31733,0.189077616,8.699514748,10.36511243,1990,26,676,Teddy,Levita,53.79283441,2016 - Regular Season - 6 - Beitar Jerusalem,2016 - Regular Season - 6 - Hapoel Kfar Saba,5,Saturday
1001,15/10/2016,19:30,2016,Regular Season,6,Hapoel Beer Sheva,Beer Sheva,Maccabi Petah Tikva,Petah Tikva,Liran Liany,15530,5,0,1,0,0,3,10,2,11,Hapoel Beer Sheva,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,13,,,0,11,,,Turner,16126,0.963041052,9.650528916,9.688188155,2015,1,1,Turner,HaMoshava,92.49370356,2016 - Regular Season - 6 - Hapoel Beer Sheva,2016 - Regular Season - 6 - Maccabi Petah Tikva,5,Saturday
1002,22/10/2016,16:00,2016,Regular Season,7,Bnei Yehuda Tel Aviv,Tel Aviv,Maccabi Petah Tikva,Petah Tikva,Eli Hacmon,1200,1,4,0,1,0,9,6,3,11,Bnei Yehuda Tel Aviv,12,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,6,,,0,14,,,HaMoshava,11500,0.104347826,7.090076836,9.350102314,2011,5,25,HaMoshava,HaMoshava,0,2016 - Regular Season - 7 - Bnei Yehuda Tel Aviv,2016 - Regular Season - 7 - Maccabi Petah Tikva,5,Saturday
1003,22/10/2016,18:00,2016,Regular Season,7,Hapoel Kfar Saba,Kfar Saba,Hapoel Raanana,Raanana,Oren Siminyan,2000,1,2,0,1,0,8,7,11,5,Hapoel Raanana,10,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,7,,,0,8,,,Levita,5800,0.344827586,7.60090246,8.665613197,1986,30,900,Levita,Netanya,13.9026587,2016 - Regular Season - 7 - Hapoel Kfar Saba,2016 - Regular Season - 7 - Hapoel Raanana,5,Saturday
1004,22/10/2016,18:15,2016,Regular Season,7,Hapoel Haifa,Haifa,Hapoel Tel Aviv,Tel Aviv,Eitan Shmuelevic,5000,0,2,0,1,0,4,9,12,5,Hapoel Tel Aviv,6,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,9,,,0,8,,,Sammy Ofer,30858,0.162032536,8.517193191,10.33715132,2014,2,4,Sammy Ofer,HaMoshava,75.84154504,2016 - Regular Season - 7 - Hapoel Haifa,2016 - Regular Season - 7 - Hapoel Tel Aviv,5,Saturday
1005,22/10/2016,20:15,2016,Regular Season,7,Hapoel Ashkelon,Ashkelon,Ihud Bnei Sakhnin,Sakhnin,Erez Papir,1600,0,1,0,1,0,10,6,13,5,Ihud Bnei Sakhnin,11,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,6,,,0,8,,,Sala,5250,0.304761905,7.377758908,8.565983356,1961,55,3025,Sala,Doha,150.3861761,2016 - Regular Season - 7 - Hapoel Ashkelon,2016 - Regular Season - 7 - Ihud Bnei Sakhnin,5,Saturday
1006,22/10/2016,20:30,2016,Regular Season,7,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Gal Leibovitz,4500,0,0,0,0,1,14,2,6,9,FC Ashdod,13,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,3,,,0,10,,,Yud-Alef,7800,0.576923077,8.411832676,8.961879013,1966,50,2500,Yud-Alef,Teddy,51.78822461,2016 - Regular Season - 7 - FC Ashdod,2016 - Regular Season - 7 - Beitar Jerusalem,5,Saturday
1007,24/10/2016,19:30,2016,Regular Season,7,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Beer Sheva,Beer Sheva,Roi Reinshreiber,2500,0,2,0,1,0,7,8,2,13,Ironi Kiryat Shmona,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,8,,,0,16,,,Kiryat Shmona Municipal,5300,0.471698113,7.824046011,8.5754621,1989,27,729,Kiryat Shmona Municipal,Turner,227.2796193,2016 - Regular Season - 7 - Ironi Kiryat Shmona,2016 - Regular Season - 7 - Hapoel Beer Sheva,0,Monday
1008,24/10/2016,21:00,2016,Regular Season,7,Maccabi Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Orel Grinfeld,12000,0,2,0,1,0,1,16,5,9,Maccabi Haifa,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,16,,,0,12,,,Netanya,13800,0.869565217,9.392661929,9.532423871,2012,4,16,Netanya,Sammy Ofer,55.00741286,2016 - Regular Season - 7 - Maccabi Tel Aviv,2016 - Regular Season - 7 - Maccabi Haifa,0,Monday
1009,29/10/2016,16:00,2016,Regular Season,8,Ihud Bnei Sakhnin,Sakhnin,Hapoel Haifa,Haifa,Alon Yefet,2500,2,1,1,0,0,10,8,6,9,Ihud Bnei Sakhnin,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,11,,,0,9,,,Doha,8500,0.294117647,7.824046011,9.047821442,2006,10,100,Doha,Sammy Ofer,33.65495909,2016 - Regular Season - 8 - Ihud Bnei Sakhnin,2016 - Regular Season - 8 - Hapoel Haifa,5,Saturday
1010,29/10/2016,18:15,2016,Regular Season,8,Hapoel Tel Aviv,Tel Aviv,Hapoel Kfar Saba,Kfar Saba,Orel Grinfeld,8000,1,1,0,0,1,9,8,11,7,Hapoel Kfar Saba,14,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,9,,,0,8,,,HaMoshava,11500,0.695652174,8.987196821,9.350102314,2011,5,25,HaMoshava,Levita,10.27282112,2016 - Regular Season - 8 - Hapoel Tel Aviv,2016 - Regular Season - 8 - Hapoel Kfar Saba,5,Saturday
1011,29/10/2016,20:00,2016,Regular Season,8,Hapoel Raanana,Raanana,FC Ashdod,Ashdod,Nael Odeh,600,0,0,0,0,1,8,8,14,3,FC Ashdod,8,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,9,,,1,4,,,Netanya,13800,0.043478261,6.396929655,9.532423871,2012,4,16,Netanya,Yud-Alef,57.42352253,2016 - Regular Season - 8 - Hapoel Raanana,2016 - Regular Season - 8 - FC Ashdod,5,Saturday
1012,29/10/2016,20:30,2016,Regular Season,8,Maccabi Haifa,Haifa,Hapoel Ashkelon,Ashkelon,Igal Frid,21000,5,0,1,0,0,4,12,12,6,Hapoel Ashkelon,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,15,,,1,6,,,Sammy Ofer,30858,0.680536652,9.952277717,10.33715132,2014,2,4,Sammy Ofer,Sala,129.4102866,2016 - Regular Season - 8 - Maccabi Haifa,2016 - Regular Season - 8 - Hapoel Ashkelon,5,Saturday
1013,30/10/2016,19:00,2016,Regular Season,8,Maccabi Petah Tikva,Petah Tikva,Ironi Kiryat Shmona,Kiryat Shmona,Menashe Mashiah,2000,2,1,1,0,0,3,14,7,8,Ironi Kiryat Shmona,2,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,17,,,0,8,,,HaMoshava,11500,0.173913043,7.60090246,9.350102314,2011,5,25,HaMoshava,Kiryat Shmona Municipal,139.3706367,2016 - Regular Season - 8 - Maccabi Petah Tikva,2016 - Regular Season - 8 - Ironi Kiryat Shmona,6,Sunday
1014,30/10/2016,21:00,2016,Regular Season,8,Hapoel Beer Sheva,Beer Sheva,Maccabi Tel Aviv,Tel Aviv,Liran Liany,15320,2,0,1,0,0,1,16,2,16,Maccabi Tel Aviv,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,19,,,0,16,,,Turner,16126,0.950018603,9.636914443,9.688188155,2015,1,1,Turner,Netanya,113.4902168,2016 - Regular Season - 8 - Hapoel Beer Sheva,2016 - Regular Season - 8 - Maccabi Tel Aviv,6,Sunday
1015,31/10/2016,20:30,2016,Regular Season,8,Beitar Jerusalem,Jerusalem,Bnei Yehuda Tel Aviv,Tel Aviv,Guy Berger,7000,2,2,0,0,1,5,10,13,6,Bnei Yehuda Tel Aviv,5,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,11,,,0,7,,,Teddy,31733,0.220590552,8.853665428,10.36511243,1990,26,676,Teddy,HaMoshava,49.8367755,2016 - Regular Season - 8 - Beitar Jerusalem,2016 - Regular Season - 8 - Bnei Yehuda Tel Aviv,0,Monday
1016,05/11/2016,16:00,2016,Regular Season,9,Bnei Yehuda Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Zvika Levi,3000,0,1,0,1,0,12,7,10,8,Bnei Yehuda Tel Aviv,12,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,7,,,0,11,,,HaMoshava,11500,0.260869565,8.006367568,9.350102314,2011,5,25,HaMoshava,Kiryat Shmona Municipal,139.3706367,2016 - Regular Season - 9 - Bnei Yehuda Tel Aviv,2016 - Regular Season - 9 - Ironi Kiryat Shmona,5,Saturday
1017,05/11/2016,17:45,2016,Regular Season,9,FC Ashdod,Ashdod,Hapoel Tel Aviv,Tel Aviv,Idan Layba,3000,1,0,1,0,0,14,4,9,9,FC Ashdod,11,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,1,7,,,0,9,,,Yud-Alef,7800,0.384615385,8.006367568,8.961879013,1966,50,2500,Yud-Alef,HaMoshava,38.5117967,2016 - Regular Season - 9 - FC Ashdod,2016 - Regular Season - 9 - Hapoel Tel Aviv,5,Saturday
1018,05/11/2016,20:00,2016,Regular Season,9,Beitar Jerusalem,Jerusalem,Hapoel Raanana,Raanana,Shalom Ben Avraham,5500,1,0,1,0,0,5,11,8,9,Hapoel Raanana,5,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,14,,,0,9,,,Teddy,31733,0.173321148,8.612503371,10.36511243,1990,26,676,Teddy,Netanya,67.68303794,2016 - Regular Season - 9 - Beitar Jerusalem,2016 - Regular Season - 9 - Hapoel Raanana,5,Saturday
1019,05/11/2016,21:00,2016,Regular Season,9,Hapoel Haifa,Haifa,Maccabi Haifa,Haifa,Ziv Adler,25300,0,0,0,0,1,7,9,4,15,Hapoel Haifa,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,10,,,0,16,,,Sammy Ofer,30858,0.819884633,10.13855967,10.33715132,2014,2,4,Sammy Ofer,Sammy Ofer,0,2016 - Regular Season - 9 - Hapoel Haifa,2016 - Regular Season - 9 - Maccabi Haifa,5,Saturday
1020,06/11/2016,20:00,2016,Regular Season,9,Hapoel Ashkelon,Ashkelon,Hapoel Beer Sheva,Beer Sheva,Eitan Shmuelevic,4500,1,5,0,1,0,13,6,1,19,Hapoel Ashkelon,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,6,,,0,22,,,Sala,5250,0.857142857,8.411832676,8.565983356,1961,55,3025,Sala,Turner,47.83225298,2016 - Regular Season - 9 - Hapoel Ashkelon,2016 - Regular Season - 9 - Hapoel Beer Sheva,6,Sunday
1021,06/11/2016,20:45,2016,Regular Season,9,Maccabi Tel Aviv,Tel Aviv,Maccabi Petah Tikva,Petah Tikva,Erez Papir,9000,0,0,0,0,1,3,16,2,17,Maccabi Tel Aviv,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,17,,,0,18,,,Netanya,13800,0.652173913,9.104979856,9.532423871,2012,4,16,Netanya,HaMoshava,21.06862042,2016 - Regular Season - 9 - Maccabi Tel Aviv,2016 - Regular Season - 9 - Maccabi Petah Tikva,6,Sunday
1022,07/11/2016,21:00,2016,Regular Season,9,Hapoel Kfar Saba,Kfar Saba,Ihud Bnei Sakhnin,Sakhnin,Daniel Bar Natan,1700,2,1,1,0,0,11,8,6,11,Hapoel Kfar Saba,7,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,11,,,0,11,,,Levita,5800,0.293103448,7.43838353,8.665613197,1986,30,900,Levita,Doha,84.17434623,2016 - Regular Season - 9 - Hapoel Kfar Saba,2016 - Regular Season - 9 - Ihud Bnei Sakhnin,0,Monday
1023,19/11/2016,16:00,2016,Regular Season,10,Ihud Bnei Sakhnin,Sakhnin,FC Ashdod,Ashdod,Orel Grinfeld,1200,0,1,0,1,0,8,11,12,7,FC Ashdod,9,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,11,,,1,10,,,Doha,8500,0.141176471,7.090076836,9.047821442,2006,10,100,Doha,Yud-Alef,132.6922934,2016 - Regular Season - 10 - Ihud Bnei Sakhnin,2016 - Regular Season - 10 - FC Ashdod,5,Saturday
1024,19/11/2016,18:00,2016,Regular Season,10,Maccabi Petah Tikva,Petah Tikva,Hapoel Ashkelon,Ashkelon,Menashe Mashiah,1200,1,1,0,0,1,2,18,14,6,Hapoel Ashkelon,4,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,19,,,1,7,,,Levita,5800,0.206896552,7.090076836,8.665613197,1986,30,900,HaMoshava,Sala,56.13261696,2016 - Regular Season - 10 - Maccabi Petah Tikva,2016 - Regular Season - 10 - Hapoel Ashkelon,5,Saturday
1025,19/11/2016,18:15,2016,Regular Season,10,Maccabi Haifa,Haifa,Hapoel Kfar Saba,Kfar Saba,Roi Reinshreiber,23850,2,0,1,0,0,4,16,7,11,Hapoel Kfar Saba,3,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,19,,,0,11,,,Sammy Ofer,30858,0.772895197,10.0795395,10.33715132,2014,2,4,Sammy Ofer,Levita,66.88505581,2016 - Regular Season - 10 - Maccabi Haifa,2016 - Regular Season - 10 - Hapoel Kfar Saba,5,Saturday
1026,19/11/2016,20:30,2016,Regular Season,10,Hapoel Beer Sheva,Beer Sheva,Hapoel Haifa,Haifa,Eli Hacmon,15700,5,1,1,0,0,1,22,9,10,Hapoel Haifa,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,25,,,0,10,,,Turner,16126,0.973583034,9.661415991,9.688188155,2015,1,1,Turner,Sammy Ofer,168.309253,2016 - Regular Season - 10 - Hapoel Beer Sheva,2016 - Regular Season - 10 - Hapoel Haifa,5,Saturday
1027,20/11/2016,19:00,2016,Regular Season,10,Hapoel Raanana,Raanana,Bnei Yehuda Tel Aviv,Tel Aviv,Guy Berger,500,1,0,1,0,0,10,9,13,7,Bnei Yehuda Tel Aviv,6,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,12,,,0,7,,,Netanya,13800,0.036231884,6.214608098,9.532423871,2012,4,16,Netanya,HaMoshava,21.06862042,2016 - Regular Season - 10 - Hapoel Raanana,2016 - Regular Season - 10 - Bnei Yehuda Tel Aviv,6,Sunday
1028,20/11/2016,20:15,2016,Regular Season,10,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Tel Aviv,Tel Aviv,Alon Yefet,3100,1,2,0,1,0,6,11,3,17,Ironi Kiryat Shmona,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,11,,,0,20,,,Kiryat Shmona Municipal,5300,0.58490566,8.03915739,8.5754621,1989,27,729,Kiryat Shmona Municipal,Netanya,121.2858395,2016 - Regular Season - 10 - Ironi Kiryat Shmona,2016 - Regular Season - 10 - Maccabi Tel Aviv,6,Sunday
